ExternalId,Subject,Status,Priority,Reason,Account_ExternalId__c,Contact_ExternalId__c
CASE000572,Claim Status — Case 572,Closed,Medium,Claim Status,ACC000072,CON000572
CASE000573,Claim Status — Case 573,New,Low,Claim Status,ACC000073,CON000573
CASE000574,Claim Status — Case 574,Working,,Claim Status,ACC000074,
CASE000575,Claim Status — Case 575,Escalated,Medium,Claim Status,ACC000075,CON000575
CASE000576,Claim Status — Case 576,Closed,Low,Claim Status,ACC000076,CON000576
CASE000577,Claim Status — Case 577,New,,Claim Status,,
CASE000578,Claim Status — Case 578,Working,Medium,Claim Status,ACC000078,CON000578
CASE000579,Claim Status — Case 579,Escalated,Low,Claim Status,ACC000079,CON000579
CASE000580,Claim Status — Case 580,Closed,,Claim Status,ACC000080,
CASE000581,Claim Status — Case 581,New,Medium,Claim Status,ACC000081,CON000581
CASE000582,Claim Status — Case 582,Working,Low,Claim Status,ACC000082,CON000582
CASE000583,Claim Status — Case 583,Escalated,,Claim Status,ACC000083,
CASE000584,Claim Status — Case 584,Closed,Medium,Claim Status,ACC000084,CON000584
CASE000585,Claim Status — Case 585,New,Low,Claim Status,,CON000585
CASE000586,Claim Status — Case 586,Working,,Claim Status,ACC000086,
CASE000587,Claim Status — Case 587,Escalated,Medium,Claim Status,ACC000087,CON000587
CASE000588,Claim Status — Case 588,Closed,Low,Claim Status,ACC000088,CON000588
CASE000589,Claim Status — Case 589,New,,Claim Status,ACC000089,
CASE000590,Claim Status — Case 590,Working,Medium,Claim Status,ACC000090,CON000590
CASE000591,Claim Status — Case 591,Escalated,Low,Claim Status,ACC000091,CON000591
CASE000592,Claim Status — Case 592,Closed,,Claim Status,ACC000092,
CASE000593,Claim Status — Case 593,New,Medium,Claim Status,,CON000593
CASE000594,Claim Status — Case 594,Working,Low,Claim Status,ACC000094,CON000594
CASE000595,Claim Status — Case 595,Escalated,,Claim Status,ACC000095,
CASE000596,Claim Status — Case 596,Closed,Medium,Claim Status,ACC000096,CON000596
CASE000597,Claim Status — Case 597,New,Low,Claim Status,ACC000097,CON000597
CASE000598,Claim Status — Case 598,Working,,Claim Status,ACC000098,
CASE000599,Claim Status — Case 599,Escalated,Medium,Claim Status,ACC000099,CON000599
CASE000600,Claim Status — Case 600,Closed,Low,Claim Status,ACC000100,CON000600
CASE000601,Claim Status — Case 601,New,,Claim Status,,
CASE000602,Claim Status — Case 602,Working,Medium,Claim Status,ACC000102,CON000602
CASE000603,Claim Status — Case 603,Escalated,Low,Claim Status,ACC000103,CON000603
CASE000604,Claim Status — Case 604,Closed,,Claim Status,ACC000104,
CASE000605,Claim Status — Case 605,New,Medium,Claim Status,ACC000105,CON000605
CASE000606,Claim Status — Case 606,Working,Low,Claim Status,ACC000106,CON000606
CASE000607,Claim Status — Case 607,Escalated,,Claim Status,ACC000107,
CASE000608,Claim Status — Case 608,Closed,Medium,Claim Status,ACC000108,CON000608
CASE000609,Claim Status — Case 609,New,Low,Claim Status,,CON000609
CASE000610,Claim Status — Case 610,Working,,Claim Status,ACC000110,
CASE000611,Claim Status — Case 611,Escalated,Medium,Claim Status,ACC000111,CON000611
CASE000612,Claim Status — Case 612,Closed,Low,Claim Status,ACC000112,CON000612
CASE000613,Claim Status — Case 613,New,,Claim Status,ACC000113,
CASE000614,Claim Status — Case 614,Working,Medium,Claim Status,ACC000114,CON000614
CASE000615,Claim Status — Case 615,Escalated,Low,Claim Status,ACC000115,CON000615
CASE000616,Claim Status — Case 616,Closed,,Claim Status,ACC000116,
CASE000617,Claim Status — Case 617,New,Medium,Claim Status,,CON000617
CASE000618,Claim Status — Case 618,Working,Low,Claim Status,ACC000118,CON000618
CASE000619,Claim Status — Case 619,Escalated,,Claim Status,ACC000119,
CASE000620,Claim Status — Case 620,Closed,Medium,Claim Status,ACC000120,CON000620
CASE000621,Claim Status — Case 621,New,Low,Claim Status,ACC000121,CON000621
CASE000622,Claim Status — Case 622,Working,,Claim Status,ACC000122,
CASE000623,Claim Status — Case 623,Escalated,Medium,Claim Status,ACC000123,CON000623
CASE000624,Claim Status — Case 624,Closed,Low,Claim Status,ACC000124,CON000624
CASE000625,Claim Status — Case 625,New,,Claim Status,,
CASE000626,Claim Status — Case 626,Working,Medium,Claim Status,ACC000126,CON000626
CASE000627,Claim Status — Case 627,Escalated,Low,Claim Status,ACC000127,CON000627
CASE000628,Claim Status — Case 628,Closed,,Claim Status,ACC000128,
CASE000629,Claim Status — Case 629,New,Medium,Claim Status,ACC000129,CON000629
CASE000630,Claim Status — Case 630,Working,Low,Claim Status,ACC000130,CON000630
CASE000631,Claim Status — Case 631,Escalated,,Claim Status,ACC000131,
CASE000632,Claim Status — Case 632,Closed,Medium,Claim Status,ACC000132,CON000632
CASE000633,Claim Status — Case 633,New,Low,Claim Status,,CON000633
CASE000634,Claim Status — Case 634,Working,,Claim Status,ACC000134,
CASE000635,Claim Status — Case 635,Escalated,Medium,Claim Status,ACC000135,CON000635
CASE000636,Claim Status — Case 636,Closed,Low,Claim Status,ACC000136,CON000636
CASE000637,Claim Status — Case 637,New,,Claim Status,ACC000137,
CASE000638,Claim Status — Case 638,Working,Medium,Claim Status,ACC000138,CON000638
CASE000639,Claim Status — Case 639,Escalated,Low,Claim Status,ACC000139,CON000639
CASE000640,Claim Status — Case 640,Closed,,Claim Status,ACC000140,
CASE000641,Claim Status — Case 641,New,Medium,Claim Status,,CON000641
CASE000642,Claim Status — Case 642,Working,Low,Claim Status,ACC000142,CON000642
CASE000643,Claim Status — Case 643,Escalated,,Claim Status,ACC000143,
CASE000644,Claim Status — Case 644,Closed,Medium,Claim Status,ACC000144,CON000644
CASE000645,Claim Status — Case 645,New,Low,Claim Status,ACC000145,CON000645
CASE000646,Claim Status — Case 646,Working,,Claim Status,ACC000146,
CASE000647,Claim Status — Case 647,Escalated,Medium,Claim Status,ACC000147,CON000647
CASE000648,Claim Status — Case 648,Closed,Low,Claim Status,ACC000148,CON000648
CASE000649,Claim Status — Case 649,New,,Claim Status,,
CASE000650,Claim Status — Case 650,Working,Medium,Claim Status,ACC000150,CON000650
CASE000651,Claim Status — Case 651,Escalated,Low,Claim Status,ACC000151,CON000651
CASE000652,Claim Status — Case 652,Closed,,Claim Status,ACC000152,
CASE000653,Claim Status — Case 653,New,Medium,Claim Status,ACC000153,CON000653
CASE000654,Claim Status — Case 654,Working,Low,Claim Status,ACC000154,CON000654
CASE000655,Claim Status — Case 655,Escalated,,Claim Status,ACC000155,
CASE000656,Claim Status — Case 656,Closed,Medium,Claim Status,ACC000156,CON000656
CASE000657,Claim Status — Case 657,New,Low,Claim Status,,CON000657
CASE000658,Claim Status — Case 658,Working,,Claim Status,ACC000158,
CASE000659,Claim Status — Case 659,Escalated,Medium,Claim Status,ACC000159,CON000659
CASE000660,Claim Status — Case 660,Closed,Low,Claim Status,ACC000160,CON000660
CASE000661,Claim Status — Case 661,New,,Claim Status,ACC000161,
CASE000662,Claim Status — Case 662,Working,Medium,Claim Status,ACC000162,CON000662
CASE000663,Claim Status — Case 663,Escalated,Low,Claim Status,ACC000163,CON000663
CASE000664,Claim Status — Case 664,Closed,,Claim Status,ACC000164,
CASE000665,Claim Status — Case 665,New,Medium,Claim Status,,CON000665
CASE000666,Claim Status — Case 666,Working,Low,Claim Status,ACC000166,CON000666
CASE000667,Claim Status — Case 667,Escalated,,Claim Status,ACC000167,
CASE000668,Claim Status — Case 668,Closed,Medium,Claim Status,ACC000168,CON000668
CASE000669,Claim Status — Case 669,New,Low,Claim Status,ACC000169,CON000669
CASE000670,Claim Status — Case 670,Working,,Claim Status,ACC000170,
CASE000671,Claim Status — Case 671,Escalated,Medium,Claim Status,ACC000171,CON000671
CASE000672,Claim Status — Case 672,Closed,Low,Claim Status,ACC000172,CON000672
CASE000673,Claim Status — Case 673,New,,Claim Status,,
CASE000674,Claim Status — Case 674,Working,Medium,Claim Status,ACC000174,CON000674
CASE000675,Claim Status — Case 675,Escalated,Low,Claim Status,ACC000175,CON000675
CASE000676,Claim Status — Case 676,Closed,,Claim Status,ACC000176,
CASE000677,Claim Status — Case 677,New,Medium,Claim Status,ACC000177,CON000677
CASE000678,Claim Status — Case 678,Working,Low,Claim Status,ACC000178,CON000678
CASE000679,Claim Status — Case 679,Escalated,,Claim Status,ACC000179,
CASE000680,Claim Status — Case 680,Closed,Medium,Claim Status,ACC000180,CON000680
CASE000681,Claim Status — Case 681,New,Low,Claim Status,,CON000681
CASE000682,Claim Status — Case 682,Working,,Claim Status,ACC000182,
CASE000683,Claim Status — Case 683,Escalated,Medium,Claim Status,ACC000183,CON000683
CASE000684,Claim Status — Case 684,Closed,Low,Claim Status,ACC000184,CON000684
CASE000685,Claim Status — Case 685,New,,Claim Status,ACC000185,
CASE000686,Claim Status — Case 686,Working,Medium,Claim Status,ACC000186,CON000686
CASE000687,Claim Status — Case 687,Escalated,Low,Claim Status,ACC000187,CON000687
CASE000688,Claim Status — Case 688,Closed,,Claim Status,ACC000188,
CASE000689,Claim Status — Case 689,New,Medium,Claim Status,,CON000689
CASE000690,Claim Status — Case 690,Working,Low,Claim Status,ACC000190,CON000690
CASE000691,Claim Status — Case 691,Escalated,,Claim Status,ACC000191,
CASE000692,Claim Status — Case 692,Closed,Medium,Claim Status,ACC000192,CON000692
CASE000693,Claim Status — Case 693,New,Low,Claim Status,ACC000193,CON000693
CASE000694,Claim Status — Case 694,Working,,Claim Status,ACC000194,
CASE000695,Claim Status — Case 695,Escalated,Medium,Claim Status,ACC000195,CON000695
CASE000696,Claim Status — Case 696,Closed,Low,Claim Status,ACC000196,CON000696
CASE000697,Claim Status — Case 697,New,,Claim Status,,
CASE000698,Claim Status — Case 698,Working,Medium,Claim Status,ACC000198,CON000698
CASE000699,Claim Status — Case 699,Escalated,Low,Claim Status,ACC000199,CON000699
CASE000700,Claim Status — Case 700,Closed,,Claim Status,ACC000200,
CASE000701,Claim Status — Case 701,New,Medium,Claim Status,ACC000201,CON000701
CASE000702,Claim Status — Case 702,Working,Low,Claim Status,ACC000202,CON000702
CASE000703,Claim Status — Case 703,Escalated,,Claim Status,ACC000203,
CASE000704,Claim Status — Case 704,Closed,Medium,Claim Status,ACC000204,CON000704
CASE000705,Claim Status — Case 705,New,Low,Claim Status,,CON000705
CASE000706,Claim Status — Case 706,Working,,Claim Status,ACC000206,
CASE000707,Claim Status — Case 707,Escalated,Medium,Claim Status,ACC000207,CON000707
CASE000708,Claim Status — Case 708,Closed,Low,Claim Status,ACC000208,CON000708
CASE000709,Claim Status — Case 709,New,,Claim Status,ACC000209,
CASE000710,Claim Status — Case 710,Working,Medium,Claim Status,ACC000210,CON000710
CASE000711,Claim Status — Case 711,Escalated,Low,Claim Status,ACC000211,CON000711
CASE000712,Claim Status — Case 712,Closed,,Claim Status,ACC000212,
CASE000713,Claim Status — Case 713,New,Medium,Claim Status,,CON000713
CASE000714,Claim Status — Case 714,Working,Low,Claim Status,ACC000214,CON000714
CASE000715,Claim Status — Case 715,Escalated,,Claim Status,ACC000215,
CASE000716,Claim Status — Case 716,Closed,Medium,Claim Status,ACC000216,CON000716
CASE000717,Claim Status — Case 717,New,Low,Claim Status,ACC000217,CON000717
CASE000718,Claim Status — Case 718,Working,,Claim Status,ACC000218,
CASE000719,Claim Status — Case 719,Escalated,Medium,Claim Status,ACC000219,CON000719
CASE000720,Claim Status — Case 720,Closed,Low,Claim Status,ACC000220,CON000720
CASE000721,Claim Status — Case 721,New,,Claim Status,,
CASE000722,Claim Status — Case 722,Working,Medium,Claim Status,ACC000222,CON000722
CASE000723,Claim Status — Case 723,Escalated,Low,Claim Status,ACC000223,CON000723
CASE000724,Claim Status — Case 724,Closed,,Claim Status,ACC000224,
CASE000725,Claim Status — Case 725,New,Medium,Claim Status,ACC000225,CON000725
CASE000726,Claim Status — Case 726,Working,Low,Claim Status,ACC000226,CON000726
CASE000727,Claim Status — Case 727,Escalated,,Claim Status,ACC000227,
CASE000728,Claim Status — Case 728,Closed,Medium,Claim Status,ACC000228,CON000728
CASE000729,Claim Status — Case 729,New,Low,Claim Status,,CON000729
CASE000730,Claim Status — Case 730,Working,,Claim Status,ACC000230,
CASE000731,Claim Status — Case 731,Escalated,Medium,Claim Status,ACC000231,CON000731
CASE000732,Claim Status — Case 732,Closed,Low,Claim Status,ACC000232,CON000732
CASE000733,Claim Status — Case 733,New,,Claim Status,ACC000233,
CASE000734,Claim Status — Case 734,Working,Medium,Claim Status,ACC000234,CON000734
CASE000735,Claim Status — Case 735,Escalated,Low,Claim Status,ACC000235,CON000735
CASE000736,Claim Status — Case 736,Closed,,Claim Status,ACC000236,
CASE000737,Claim Status — Case 737,New,Medium,Claim Status,,CON000737
CASE000738,Claim Status — Case 738,Working,Low,Claim Status,ACC000238,CON000738
CASE000739,Claim Status — Case 739,Escalated,,Claim Status,ACC000239,
CASE000740,Claim Status — Case 740,Closed,Medium,Claim Status,ACC000240,CON000740
CASE000741,Claim Status — Case 741,New,Low,Claim Status,ACC000241,CON000741
CASE000742,Claim Status — Case 742,Working,,Claim Status,ACC000242,
CASE000743,Claim Status — Case 743,Escalated,Medium,Claim Status,ACC000243,CON000743
CASE000744,Claim Status — Case 744,Closed,Low,Claim Status,ACC000244,CON000744
CASE000745,Claim Status — Case 745,New,,Claim Status,,
CASE000746,Claim Status — Case 746,Working,Medium,Claim Status,ACC000246,CON000746
CASE000747,Claim Status — Case 747,Escalated,Low,Claim Status,ACC000247,CON000747
CASE000748,Claim Status — Case 748,Closed,,Claim Status,ACC000248,
CASE000749,Coverage Question — Case 749,New,Medium,Coverage Question,ACC000249,CON000749
CASE000750,Coverage Question — Case 750,Working,Low,Coverage Question,ACC000250,CON000750
CASE000751,Coverage Question — Case 751,Escalated,,Coverage Question,ACC000251,
CASE000752,Coverage Question — Case 752,Closed,Medium,Coverage Question,ACC000252,CON000752
CASE000753,Coverage Question — Case 753,New,Low,Coverage Question,,CON000753
CASE000754,Coverage Question — Case 754,Working,,Coverage Question,ACC000254,
CASE000755,Coverage Question — Case 755,Escalated,Medium,Coverage Question,ACC000255,CON000755
CASE000756,Coverage Question — Case 756,Closed,Low,Coverage Question,ACC000256,CON000756
CASE000757,Coverage Question — Case 757,New,,Coverage Question,ACC000257,
CASE000758,Coverage Question — Case 758,Working,Medium,Coverage Question,ACC000258,CON000758
CASE000759,Coverage Question — Case 759,Escalated,Low,Coverage Question,ACC000259,CON000759
CASE000760,Coverage Question — Case 760,Closed,,Coverage Question,ACC000260,
CASE000761,Coverage Question — Case 761,New,Medium,Coverage Question,,CON000761
CASE000762,Coverage Question — Case 762,Working,Low,Coverage Question,ACC000262,CON000762
CASE000763,Coverage Question — Case 763,Escalated,,Coverage Question,ACC000263,
CASE000764,Coverage Question — Case 764,Closed,Medium,Coverage Question,ACC000264,CON000764
CASE000765,Coverage Question — Case 765,New,Low,Coverage Question,ACC000265,CON000765
CASE000766,Coverage Question — Case 766,Working,,Coverage Question,ACC000266,
CASE000767,Coverage Question — Case 767,Escalated,Medium,Coverage Question,ACC000267,CON000767
CASE000768,Coverage Question — Case 768,Closed,Low,Coverage Question,ACC000268,CON000768
CASE000769,Coverage Question — Case 769,New,,Coverage Question,,
CASE000770,Coverage Question — Case 770,Working,Medium,Coverage Question,ACC000270,CON000770
CASE000771,Coverage Question — Case 771,Escalated,Low,Coverage Question,ACC000271,CON000771
CASE000772,Coverage Question — Case 772,Closed,,Coverage Question,ACC000272,
CASE000773,Coverage Question — Case 773,New,Medium,Coverage Question,ACC000273,CON000773
CASE000774,Coverage Question — Case 774,Working,Low,Coverage Question,ACC000274,CON000774
CASE000775,Coverage Question — Case 775,Escalated,,Coverage Question,ACC000275,
CASE000776,Coverage Question — Case 776,Closed,Medium,Coverage Question,ACC000276,CON000776
CASE000777,Coverage Question — Case 777,New,Low,Coverage Question,,CON000777
CASE000778,Coverage Question — Case 778,Working,,Coverage Question,ACC000278,
CASE000779,Coverage Question — Case 779,Escalated,Medium,Coverage Question,ACC000279,CON000779
CASE000780,Coverage Question — Case 780,Closed,Low,Coverage Question,ACC000280,CON000780
CASE000781,Coverage Question — Case 781,New,,Coverage Question,ACC000281,
CASE000782,Coverage Question — Case 782,Working,Medium,Coverage Question,ACC000282,CON000782
CASE000783,Coverage Question — Case 783,Escalated,Low,Coverage Question,ACC000283,CON000783
CASE000784,Coverage Question — Case 784,Closed,,Coverage Question,ACC000284,
CASE000785,Coverage Question — Case 785,New,Medium,Coverage Question,,CON000785
CASE000786,Coverage Question — Case 786,Working,Low,Coverage Question,ACC000286,CON000786
CASE000787,Coverage Question — Case 787,Escalated,,Coverage Question,ACC000287,
CASE000788,Coverage Question — Case 788,Closed,Medium,Coverage Question,ACC000288,CON000788
CASE000789,Coverage Question — Case 789,New,Low,Coverage Question,ACC000289,CON000789
CASE000790,Coverage Question — Case 790,Working,,Coverage Question,ACC000290,
CASE000791,Coverage Question — Case 791,Escalated,Medium,Coverage Question,ACC000291,CON000791
CASE000792,Coverage Question — Case 792,Closed,Low,Coverage Question,ACC000292,CON000792
CASE000793,Coverage Question — Case 793,New,,Coverage Question,,
CASE000794,Coverage Question — Case 794,Working,Medium,Coverage Question,ACC000294,CON000794
CASE000795,Coverage Question — Case 795,Escalated,Low,Coverage Question,ACC000295,CON000795
CASE000796,Coverage Question — Case 796,Closed,,Coverage Question,ACC000296,
CASE000797,Coverage Question — Case 797,New,Medium,Coverage Question,ACC000297,CON000797
CASE000798,Coverage Question — Case 798,Working,Low,Coverage Question,ACC000298,CON000798
CASE000799,Coverage Question — Case 799,Escalated,,Coverage Question,ACC000299,
CASE000800,Coverage Question — Case 800,Closed,Medium,Coverage Question,ACC000300,CON000800
CASE000801,Coverage Question — Case 801,New,Low,Coverage Question,,CON000801
CASE000802,Coverage Question — Case 802,Working,,Coverage Question,ACC000302,
CASE000803,Coverage Question — Case 803,Escalated,Medium,Coverage Question,ACC000303,CON000803
CASE000804,Coverage Question — Case 804,Closed,Low,Coverage Question,ACC000304,CON000804
CASE000805,Coverage Question — Case 805,New,,Coverage Question,ACC000305,
CASE000806,Coverage Question — Case 806,Working,Medium,Coverage Question,ACC000306,CON000806
CASE000807,Coverage Question — Case 807,Escalated,Low,Coverage Question,ACC000307,CON000807
CASE000808,Coverage Question — Case 808,Closed,,Coverage Question,ACC000308,
CASE000809,Coverage Question — Case 809,New,Medium,Coverage Question,,CON000809
CASE000810,Coverage Question — Case 810,Working,Low,Coverage Question,ACC000310,CON000810
CASE000811,Coverage Question — Case 811,Escalated,,Coverage Question,ACC000311,
CASE000812,Coverage Question — Case 812,Closed,Medium,Coverage Question,ACC000312,CON000812
CASE000813,Coverage Question — Case 813,New,Low,Coverage Question,ACC000313,CON000813
CASE000814,Coverage Question — Case 814,Working,,Coverage Question,ACC000314,
CASE000815,Coverage Question — Case 815,Escalated,Medium,Coverage Question,ACC000315,CON000815
CASE000816,Coverage Question — Case 816,Closed,Low,Coverage Question,ACC000316,CON000816
CASE000817,Coverage Question — Case 817,New,,Coverage Question,,
CASE000818,Coverage Question — Case 818,Working,Medium,Coverage Question,ACC000318,CON000818
CASE000819,Coverage Question — Case 819,Escalated,Low,Coverage Question,ACC000319,CON000819
CASE000820,Coverage Question — Case 820,Closed,,Coverage Question,ACC000320,
CASE000821,Coverage Question — Case 821,New,Medium,Coverage Question,ACC000321,CON000821
CASE000822,Coverage Question — Case 822,Working,Low,Coverage Question,ACC000322,CON000822
CASE000823,Coverage Question — Case 823,Escalated,,Coverage Question,ACC000323,
CASE000824,Coverage Question — Case 824,Closed,Medium,Coverage Question,ACC000324,CON000824
CASE000825,Coverage Question — Case 825,New,Low,Coverage Question,,CON000825
CASE000826,Coverage Question — Case 826,Working,,Coverage Question,ACC000326,
CASE000827,Coverage Question — Case 827,Escalated,Medium,Coverage Question,ACC000327,CON000827
CASE000828,Coverage Question — Case 828,Closed,Low,Coverage Question,ACC000328,CON000828
CASE000829,Coverage Question — Case 829,New,,Coverage Question,ACC000329,
CASE000830,Coverage Question — Case 830,Working,Medium,Coverage Question,ACC000330,CON000830
CASE000831,Coverage Question — Case 831,Escalated,Low,Coverage Question,ACC000331,CON000831
CASE000832,Coverage Question — Case 832,Closed,,Coverage Question,ACC000332,
CASE000833,Coverage Question — Case 833,New,Medium,Coverage Question,,CON000833
CASE000834,Coverage Question — Case 834,Working,Low,Coverage Question,ACC000334,CON000834
CASE000835,Coverage Question — Case 835,Escalated,,Coverage Question,ACC000335,
CASE000836,Coverage Question — Case 836,Closed,Medium,Coverage Question,ACC000336,CON000836
CASE000837,Coverage Question — Case 837,New,Low,Coverage Question,ACC000337,CON000837
CASE000838,Coverage Question — Case 838,Working,,Coverage Question,ACC000338,
CASE000839,Coverage Question — Case 839,Escalated,Medium,Coverage Question,ACC000339,CON000839
CASE000840,Coverage Question — Case 840,Closed,Low,Coverage Question,ACC000340,CON000840
CASE000841,Coverage Question — Case 841,New,,Coverage Question,,
CASE000842,Coverage Question — Case 842,Working,Medium,Coverage Question,ACC000342,CON000842
CASE000843,Coverage Question — Case 843,Escalated,Low,Coverage Question,ACC000343,CON000843
CASE000844,Coverage Question — Case 844,Closed,,Coverage Question,ACC000344,
CASE000845,Coverage Question — Case 845,New,Medium,Coverage Question,ACC000345,CON000845
CASE000846,Coverage Question — Case 846,Working,Low,Coverage Question,ACC000346,CON000846
CASE000847,Coverage Question — Case 847,Escalated,,Coverage Question,ACC000347,
CASE000848,Coverage Question — Case 848,Closed,Medium,Coverage Question,ACC000348,CON000848
CASE000849,Coverage Question — Case 849,New,Low,Coverage Question,,CON000849
CASE000850,Coverage Question — Case 850,Working,,Coverage Question,ACC000350,
CASE000851,Coverage Question — Case 851,Escalated,Medium,Coverage Question,ACC000351,CON000851
CASE000852,Coverage Question — Case 852,Closed,Low,Coverage Question,ACC000352,CON000852
CASE000853,Coverage Question — Case 853,New,,Coverage Question,ACC000353,
CASE000854,Coverage Question — Case 854,Working,Medium,Coverage Question,ACC000354,CON000854
CASE000855,Coverage Question — Case 855,Escalated,Low,Coverage Question,ACC000355,CON000855
CASE000856,Coverage Question — Case 856,Closed,,Coverage Question,ACC000356,
CASE000857,Coverage Question — Case 857,New,Medium,Coverage Question,,CON000857
CASE000858,Coverage Question — Case 858,Working,Low,Coverage Question,ACC000358,CON000858
CASE000859,Coverage Question — Case 859,Escalated,,Coverage Question,ACC000359,
CASE000860,Coverage Question — Case 860,Closed,Medium,Coverage Question,ACC000360,CON000860
CASE000861,Coverage Question — Case 861,New,Low,Coverage Question,ACC000361,CON000861
CASE000862,Coverage Question — Case 862,Working,,Coverage Question,ACC000362,
CASE000863,Coverage Question — Case 863,Escalated,Medium,Coverage Question,ACC000363,CON000863
CASE000864,Coverage Question — Case 864,Closed,Low,Coverage Question,ACC000364,CON000864
CASE000865,Coverage Question — Case 865,New,,Coverage Question,,
CASE000866,Coverage Question — Case 866,Working,Medium,Coverage Question,ACC000366,CON000866
CASE000867,Coverage Question — Case 867,Escalated,Low,Coverage Question,ACC000367,CON000867
CASE000868,Coverage Question — Case 868,Closed,,Coverage Question,ACC000368,
CASE000869,Coverage Question — Case 869,New,Medium,Coverage Question,ACC000369,CON000869
CASE000870,Coverage Question — Case 870,Working,Low,Coverage Question,ACC000370,CON000870
CASE000871,Coverage Question — Case 871,Escalated,,Coverage Question,ACC000371,
CASE000872,Coverage Question — Case 872,Closed,Medium,Coverage Question,ACC000372,CON000872
CASE000873,Coverage Question — Case 873,New,Low,Coverage Question,,CON000873
CASE000874,Coverage Question — Case 874,Working,,Coverage Question,ACC000374,
CASE000875,Coverage Question — Case 875,Escalated,Medium,Coverage Question,ACC000375,CON000875
CASE000876,Coverage Question — Case 876,Closed,Low,Coverage Question,ACC000376,CON000876
CASE000877,Coverage Question — Case 877,New,,Coverage Question,ACC000377,
CASE000878,Coverage Question — Case 878,Working,Medium,Coverage Question,ACC000378,CON000878
CASE000879,Coverage Question — Case 879,Escalated,Low,Coverage Question,ACC000379,CON000879
CASE000880,Coverage Question — Case 880,Closed,,Coverage Question,ACC000380,
CASE000881,Coverage Question — Case 881,New,Medium,Coverage Question,,CON000881
CASE000882,Coverage Question — Case 882,Working,Low,Coverage Question,ACC000382,CON000882
CASE000883,Coverage Question — Case 883,Escalated,,Coverage Question,ACC000383,
CASE000884,Coverage Question — Case 884,Closed,Medium,Coverage Question,ACC000384,CON000884
CASE000885,Coverage Question — Case 885,New,Low,Coverage Question,ACC000385,CON000885
CASE000886,Coverage Question — Case 886,Working,,Coverage Question,ACC000386,
CASE000887,Coverage Question — Case 887,Escalated,Medium,Coverage Question,ACC000387,CON000887
CASE000888,Coverage Question — Case 888,Closed,Low,Coverage Question,ACC000388,CON000888
CASE000889,Coverage Question — Case 889,New,,Coverage Question,,
CASE000890,Coverage Question — Case 890,Working,Medium,Coverage Question,ACC000390,CON000890
CASE000891,Coverage Question — Case 891,Escalated,Low,Coverage Question,ACC000391,CON000891
CASE000892,Coverage Question — Case 892,Closed,,Coverage Question,ACC000392,
CASE000893,Coverage Question — Case 893,New,Medium,Coverage Question,ACC000393,CON000893
CASE000894,Coverage Question — Case 894,Working,Low,Coverage Question,ACC000394,CON000894
CASE000895,Coverage Question — Case 895,Escalated,,Coverage Question,ACC000395,
CASE000896,Coverage Question — Case 896,Closed,Medium,Coverage Question,ACC000396,CON000896
CASE000897,Coverage Question — Case 897,New,Low,Coverage Question,,CON000897
CASE000898,Coverage Question — Case 898,Working,,Coverage Question,ACC000398,
CASE000899,Coverage Question — Case 899,Escalated,Medium,Coverage Question,ACC000399,CON000899
CASE000900,Coverage Question — Case 900,Closed,Low,Coverage Question,ACC000400,CON000900
CASE000901,Coverage Question — Case 901,New,,Coverage Question,ACC000401,
CASE000902,Coverage Question — Case 902,Working,Medium,Coverage Question,ACC000402,CON000902
CASE000903,Coverage Question — Case 903,Escalated,Low,Coverage Question,ACC000403,CON000903
CASE000904,Coverage Question — Case 904,Closed,,Coverage Question,ACC000404,
CASE000905,Coverage Question — Case 905,New,Medium,Coverage Question,,CON000905
CASE000906,Coverage Question — Case 906,Working,Low,Coverage Question,ACC000406,CON000906
CASE000907,Coverage Question — Case 907,Escalated,,Coverage Question,ACC000407,
CASE000908,Coverage Question — Case 908,Closed,Medium,Coverage Question,ACC000408,CON000908
CASE000909,Coverage Question — Case 909,New,Low,Coverage Question,ACC000409,CON000909
CASE000910,Coverage Question — Case 910,Working,,Coverage Question,ACC000410,
CASE000911,Coverage Question — Case 911,Escalated,Medium,Coverage Question,ACC000411,CON000911
CASE000912,Coverage Question — Case 912,Closed,Low,Coverage Question,ACC000412,CON000912
CASE000913,Coverage Question — Case 913,New,,Coverage Question,,
CASE000914,Coverage Question — Case 914,Working,Medium,Coverage Question,ACC000414,CON000914
CASE000915,Coverage Question — Case 915,Escalated,Low,Coverage Question,ACC000415,CON000915
CASE000916,Coverage Question — Case 916,Closed,,Coverage Question,ACC000416,
CASE000917,Coverage Question — Case 917,New,Medium,Coverage Question,ACC000417,CON000917
CASE000918,Coverage Question — Case 918,Working,Low,Coverage Question,ACC000418,CON000918
CASE000919,Coverage Question — Case 919,Escalated,,Coverage Question,ACC000419,
CASE000920,Coverage Question — Case 920,Closed,Medium,Coverage Question,ACC000420,CON000920
CASE000921,Coverage Question — Case 921,New,Low,Coverage Question,,CON000921
CASE000922,Coverage Question — Case 922,Working,,Coverage Question,ACC000422,
CASE000923,Payment Problem — Case 923,Escalated,Medium,Payment Problem,ACC000423,CON000923
CASE000924,Payment Problem — Case 924,Closed,Low,Payment Problem,ACC000424,CON000924
CASE000925,Payment Problem — Case 925,New,,Payment Problem,ACC000425,
CASE000926,Payment Problem — Case 926,Working,Medium,Payment Problem,ACC000426,CON000926
