ExternalId,Name,Account_ExternalId__c,StageName,CloseDate,Amount
OPP000287,Cascade Financial Security — Expansion 2026,,Proposal/Price Quote,2027-05-03,44182
OPP000288,Premier Risk Solutions — New Business 2026,ACC000288,Negotiation/Review,2027-05-04,44319
OPP000289,Horizon Assurance Group — Upgrade 2026,ACC000289,Closed Won,2027-05-05,
OPP000290,Keystone Benefits Co. — Upsell 2026,ACC000290,Closed Lost,2027-05-06,44593
OPP000291,Streamline Coverage Partners — Renewal 2026,ACC000291,Prospecting,2027-05-07,44730
OPP000292,Apex Insurance Holdings — Expansion 2026,ACC000292,Qualification,2027-05-08,44867
OPP000293,Valley Risk Management — New Business 2026,ACC000293,Needs Analysis,2027-05-09,45004
OPP000294,Crestview Financial Services — Upgrade 2026,ACC000294,Value Proposition,2027-05-10,45141
OPP000295,Lakeside Protection Group — Upsell 2026,ACC000295,Id. Decision Makers,2027-05-11,
OPP000296,Sterling Risk Partners — Renewal 2026,ACC000296,Perception Analysis,2027-05-12,45415
OPP000297,Westpoint Insurance Alliance — Expansion 2026,ACC000297,Proposal/Price Quote,2027-05-13,45552
OPP000298,Clearwater Benefits Group — New Business 2026,ACC000298,Negotiation/Review,2027-05-14,45689
OPP000299,Redwood Assurance Co. — Upgrade 2026,ACC000299,Closed Won,2027-05-15,45826
OPP000300,Oakridge Financial Partners — Upsell 2026,,Closed Lost,2027-05-16,45963
OPP000301,Sunrise Financial Group — Renewal 2026,ACC000301,Prospecting,2027-05-17,
OPP000302,Meridian Life Partners — Expansion 2026,ACC000302,Qualification,2027-05-18,46237
OPP000303,Pacific Coast Assurance — New Business 2026,ACC000303,Needs Analysis,2027-05-19,46374
OPP000304,BlueSky Protection Services — Upgrade 2026,ACC000304,Value Proposition,2027-05-20,46511
OPP000305,Cornerstone Risk Management — Upsell 2026,ACC000305,Id. Decision Makers,2027-05-21,46648
OPP000306,Evergreen Coverage Co. — Renewal 2026,ACC000306,Perception Analysis,2027-05-22,46785
OPP000307,Pinnacle Insurance Brokers — Expansion 2026,ACC000307,Proposal/Price Quote,2027-05-23,
OPP000308,Heritage Mutual Group — New Business 2026,ACC000308,Negotiation/Review,2027-05-24,47059
OPP000309,Coastal Risk Advisors — Upgrade 2026,ACC000309,Closed Won,2027-05-25,47196
OPP000310,Summit Protection Alliance — Upsell 2026,ACC000310,Closed Lost,2027-05-26,47333
OPP000311,Lighthouse Insurance Services — Renewal 2026,ACC000311,Prospecting,2027-05-27,47470
OPP000312,Cascade Financial Security — Expansion 2026,ACC000312,Qualification,2027-05-28,47607
OPP000313,Premier Risk Solutions — New Business 2026,,Needs Analysis,2027-05-29,
OPP000314,Horizon Assurance Group — Upgrade 2026,ACC000314,Value Proposition,2027-05-30,47881
OPP000315,Keystone Benefits Co. — Upsell 2026,ACC000315,Id. Decision Makers,2027-05-31,48018
OPP000316,Streamline Coverage Partners — Renewal 2026,ACC000316,Perception Analysis,2027-06-01,48155
OPP000317,Apex Insurance Holdings — Expansion 2026,ACC000317,Proposal/Price Quote,2027-06-02,48292
OPP000318,Valley Risk Management — New Business 2026,ACC000318,Negotiation/Review,2027-06-03,48429
OPP000319,Crestview Financial Services — Upgrade 2026,ACC000319,Closed Won,2027-06-04,
OPP000320,Lakeside Protection Group — Upsell 2026,ACC000320,Closed Lost,2027-06-05,48703
OPP000321,Sterling Risk Partners — Renewal 2026,ACC000321,Prospecting,2027-06-06,48840
OPP000322,Westpoint Insurance Alliance — Expansion 2026,ACC000322,Qualification,2027-06-07,48977
OPP000323,Clearwater Benefits Group — New Business 2026,ACC000323,Needs Analysis,2027-06-08,49114
OPP000324,Redwood Assurance Co. — Upgrade 2026,ACC000324,Value Proposition,2027-06-09,49251
OPP000325,Oakridge Financial Partners — Upsell 2026,ACC000325,Id. Decision Makers,2027-06-10,
OPP000326,Sunrise Financial Group — Renewal 2026,,Perception Analysis,2027-06-11,49525
OPP000327,Meridian Life Partners — Expansion 2026,ACC000327,Proposal/Price Quote,2027-06-12,49662
OPP000328,Pacific Coast Assurance — New Business 2026,ACC000328,Negotiation/Review,2027-06-13,49799
OPP000329,BlueSky Protection Services — Upgrade 2026,ACC000329,Closed Won,2027-06-14,49936
OPP000330,Cornerstone Risk Management — Upsell 2026,ACC000330,Closed Lost,2027-06-15,50073
OPP000331,Evergreen Coverage Co. — Renewal 2026,ACC000331,Prospecting,2027-06-16,
OPP000332,Pinnacle Insurance Brokers — Expansion 2026,ACC000332,Qualification,2027-06-17,50347
OPP000333,Heritage Mutual Group — New Business 2026,ACC000333,Needs Analysis,2027-06-18,50484
OPP000334,Coastal Risk Advisors — Upgrade 2026,ACC000334,Value Proposition,2027-06-19,50621
OPP000335,Summit Protection Alliance — Upsell 2026,ACC000335,Id. Decision Makers,2027-06-20,50758
OPP000336,Lighthouse Insurance Services — Renewal 2026,ACC000336,Perception Analysis,2027-06-21,50895
OPP000337,Cascade Financial Security — Expansion 2026,ACC000337,Proposal/Price Quote,2027-06-22,
OPP000338,Premier Risk Solutions — New Business 2026,ACC000338,Negotiation/Review,2027-06-23,51169
OPP000339,Horizon Assurance Group — Upgrade 2026,,Closed Won,2027-06-24,51306
OPP000340,Keystone Benefits Co. — Upsell 2026,ACC000340,Closed Lost,2027-06-25,51443
OPP000341,Streamline Coverage Partners — Renewal 2026,ACC000341,Prospecting,2027-06-26,51580
OPP000342,Apex Insurance Holdings — Expansion 2026,ACC000342,Qualification,2027-06-27,51717
OPP000343,Valley Risk Management — New Business 2026,ACC000343,Needs Analysis,2027-06-28,
OPP000344,Crestview Financial Services — Upgrade 2026,ACC000344,Value Proposition,2027-06-29,51991
OPP000345,Lakeside Protection Group — Upsell 2026,ACC000345,Id. Decision Makers,2027-06-30,52128
OPP000346,Sterling Risk Partners — Renewal 2026,ACC000346,Perception Analysis,2027-07-01,52265
OPP000347,Westpoint Insurance Alliance — Expansion 2026,ACC000347,Proposal/Price Quote,2027-07-02,52402
OPP000348,Clearwater Benefits Group — New Business 2026,ACC000348,Negotiation/Review,2027-07-03,52539
OPP000349,Redwood Assurance Co. — Upgrade 2026,ACC000349,Closed Won,2027-07-04,
OPP000350,Oakridge Financial Partners — Upsell 2026,ACC000350,Closed Lost,2027-07-05,52813
OPP000351,Sunrise Financial Group — Renewal 2026,ACC000351,Prospecting,2027-07-06,52950
OPP000352,Meridian Life Partners — Expansion 2026,,Qualification,2027-07-07,53087
OPP000353,Pacific Coast Assurance — New Business 2026,ACC000353,Needs Analysis,2027-07-08,53224
OPP000354,BlueSky Protection Services — Upgrade 2026,ACC000354,Value Proposition,2027-07-09,53361
OPP000355,Cornerstone Risk Management — Upsell 2026,ACC000355,Id. Decision Makers,2027-07-10,
OPP000356,Evergreen Coverage Co. — Renewal 2026,ACC000356,Perception Analysis,2027-07-11,53635
OPP000357,Pinnacle Insurance Brokers — Expansion 2026,ACC000357,Proposal/Price Quote,2027-07-12,53772
OPP000358,Heritage Mutual Group — New Business 2026,ACC000358,Negotiation/Review,2027-07-13,53909
OPP000359,Coastal Risk Advisors — Upgrade 2026,ACC000359,Closed Won,2027-07-14,54046
OPP000360,Summit Protection Alliance — Upsell 2026,ACC000360,Closed Lost,2027-07-15,54183
OPP000361,Lighthouse Insurance Services — Renewal 2026,ACC000361,Prospecting,2027-07-16,
OPP000362,Cascade Financial Security — Expansion 2026,ACC000362,Qualification,2027-07-17,54457
OPP000363,Premier Risk Solutions — New Business 2026,ACC000363,Needs Analysis,2027-07-18,54594
OPP000364,Horizon Assurance Group — Upgrade 2026,ACC000364,Value Proposition,2027-07-19,54731
OPP000365,Keystone Benefits Co. — Upsell 2026,,Id. Decision Makers,2027-07-20,54868
OPP000366,Streamline Coverage Partners — Renewal 2026,ACC000366,Perception Analysis,2027-07-21,55005
OPP000367,Apex Insurance Holdings — Expansion 2026,ACC000367,Proposal/Price Quote,2027-07-22,
OPP000368,Valley Risk Management — New Business 2026,ACC000368,Negotiation/Review,2027-07-23,55279
OPP000369,Crestview Financial Services — Upgrade 2026,ACC000369,Closed Won,2027-07-24,55416
OPP000370,Lakeside Protection Group — Upsell 2026,ACC000370,Closed Lost,2027-07-25,55553
OPP000371,Sterling Risk Partners — Renewal 2026,ACC000371,Prospecting,2027-07-26,55690
OPP000372,Westpoint Insurance Alliance — Expansion 2026,ACC000372,Qualification,2027-07-27,55827
OPP000373,Clearwater Benefits Group — New Business 2026,ACC000373,Needs Analysis,2027-07-28,
OPP000374,Redwood Assurance Co. — Upgrade 2026,ACC000374,Value Proposition,2027-07-29,56101
OPP000375,Oakridge Financial Partners — Upsell 2026,ACC000375,Id. Decision Makers,2027-07-30,56238
OPP000376,Sunrise Financial Group — Renewal 2026,ACC000376,Perception Analysis,2027-07-31,56375
OPP000377,Meridian Life Partners — Expansion 2026,ACC000377,Proposal/Price Quote,2027-08-01,56512
OPP000378,Pacific Coast Assurance — New Business 2026,,Negotiation/Review,2027-08-02,56649
OPP000379,BlueSky Protection Services — Upgrade 2026,ACC000379,Closed Won,2027-08-03,
OPP000380,Cornerstone Risk Management — Upsell 2026,ACC000380,Closed Lost,2027-08-04,56923
OPP000381,Evergreen Coverage Co. — Renewal 2026,ACC000381,Prospecting,2027-08-05,57060
OPP000382,Pinnacle Insurance Brokers — Expansion 2026,ACC000382,Qualification,2027-08-06,57197
OPP000383,Heritage Mutual Group — New Business 2026,ACC000383,Needs Analysis,2027-08-07,57334
OPP000384,Coastal Risk Advisors — Upgrade 2026,ACC000384,Value Proposition,2027-08-08,57471
OPP000385,Summit Protection Alliance — Upsell 2026,ACC000385,Id. Decision Makers,2027-08-09,
OPP000386,Lighthouse Insurance Services — Renewal 2026,ACC000386,Perception Analysis,2027-08-10,57745
OPP000387,Cascade Financial Security — Expansion 2026,ACC000387,Proposal/Price Quote,2027-08-11,57882
OPP000388,Premier Risk Solutions — New Business 2026,ACC000388,Negotiation/Review,2027-08-12,58019
OPP000389,Horizon Assurance Group — Upgrade 2026,ACC000389,Closed Won,2027-08-13,58156
OPP000390,Keystone Benefits Co. — Upsell 2026,ACC000390,Closed Lost,2027-08-14,58293
OPP000391,Streamline Coverage Partners — Renewal 2026,,Prospecting,2027-08-15,
OPP000392,Apex Insurance Holdings — Expansion 2026,ACC000392,Qualification,2027-08-16,58567
OPP000393,Valley Risk Management — New Business 2026,ACC000393,Needs Analysis,2027-08-17,58704
OPP000394,Crestview Financial Services — Upgrade 2026,ACC000394,Value Proposition,2027-08-18,58841
OPP000395,Lakeside Protection Group — Upsell 2026,ACC000395,Id. Decision Makers,2027-08-19,58978
OPP000396,Sterling Risk Partners — Renewal 2026,ACC000396,Perception Analysis,2027-08-20,59115
OPP000397,Westpoint Insurance Alliance — Expansion 2026,ACC000397,Proposal/Price Quote,2027-08-21,
OPP000398,Clearwater Benefits Group — New Business 2026,ACC000398,Negotiation/Review,2027-08-22,59389
OPP000399,Redwood Assurance Co. — Upgrade 2026,ACC000399,Closed Won,2027-08-23,59526
OPP000400,Oakridge Financial Partners — Upsell 2026,ACC000400,Closed Lost,2027-08-24,59663
OPP000401,Sunrise Financial Group — Renewal 2026,ACC000401,Prospecting,2027-08-25,59800
OPP000402,Meridian Life Partners — Expansion 2026,ACC000402,Qualification,2027-08-26,59937
OPP000403,Pacific Coast Assurance — New Business 2026,ACC000403,Needs Analysis,2027-08-27,
OPP000404,BlueSky Protection Services — Upgrade 2026,,Value Proposition,2027-08-28,60211
OPP000405,Cornerstone Risk Management — Upsell 2026,ACC000405,Id. Decision Makers,2027-08-29,60348
OPP000406,Evergreen Coverage Co. — Renewal 2026,ACC000406,Perception Analysis,2027-08-30,60485
OPP000407,Pinnacle Insurance Brokers — Expansion 2026,ACC000407,Proposal/Price Quote,2027-08-31,60622
OPP000408,Heritage Mutual Group — New Business 2026,ACC000408,Negotiation/Review,2027-09-01,60759
OPP000409,Coastal Risk Advisors — Upgrade 2026,ACC000409,Closed Won,2027-09-02,
OPP000410,Summit Protection Alliance — Upsell 2026,ACC000410,Closed Lost,2027-09-03,61033
OPP000411,Lighthouse Insurance Services — Renewal 2026,ACC000411,Prospecting,2027-09-04,61170
OPP000412,Cascade Financial Security — Expansion 2026,ACC000412,Qualification,2027-09-05,61307
OPP000413,Premier Risk Solutions — New Business 2026,ACC000413,Needs Analysis,2027-09-06,61444
OPP000414,Horizon Assurance Group — Upgrade 2026,ACC000414,Value Proposition,2027-09-07,61581
OPP000415,Keystone Benefits Co. — Upsell 2026,ACC000415,Id. Decision Makers,2027-09-08,
OPP000416,Streamline Coverage Partners — Renewal 2026,ACC000416,Perception Analysis,2027-09-09,61855
OPP000417,Apex Insurance Holdings — Expansion 2026,,Proposal/Price Quote,2027-09-10,61992
OPP000418,Valley Risk Management — New Business 2026,ACC000418,Negotiation/Review,2027-09-11,62129
OPP000419,Crestview Financial Services — Upgrade 2026,ACC000419,Closed Won,2027-09-12,62266
OPP000420,Lakeside Protection Group — Upsell 2026,ACC000420,Closed Lost,2027-09-13,62403
OPP000421,Sterling Risk Partners — Renewal 2026,ACC000421,Prospecting,2027-09-14,
OPP000422,Westpoint Insurance Alliance — Expansion 2026,ACC000422,Qualification,2027-09-15,62677
OPP000423,Clearwater Benefits Group — New Business 2026,ACC000423,Needs Analysis,2027-09-16,62814
OPP000424,Redwood Assurance Co. — Upgrade 2026,ACC000424,Value Proposition,2027-09-17,62951
OPP000425,Oakridge Financial Partners — Upsell 2026,ACC000425,Id. Decision Makers,2027-09-18,63088
OPP000426,Sunrise Financial Group — Renewal 2026,ACC000426,Perception Analysis,2027-09-19,63225
OPP000427,Meridian Life Partners — Expansion 2026,ACC000427,Proposal/Price Quote,2027-09-20,
OPP000428,Pacific Coast Assurance — New Business 2026,ACC000428,Negotiation/Review,2027-09-21,63499
OPP000429,BlueSky Protection Services — Upgrade 2026,ACC000429,Closed Won,2027-09-22,63636
OPP000430,Cornerstone Risk Management — Upsell 2026,,Closed Lost,2027-09-23,63773
OPP000431,Evergreen Coverage Co. — Renewal 2026,ACC000431,Prospecting,2027-09-24,63910
OPP000432,Pinnacle Insurance Brokers — Expansion 2026,ACC000432,Qualification,2027-09-25,64047
OPP000433,Heritage Mutual Group — New Business 2026,ACC000433,Needs Analysis,2027-09-26,
OPP000434,Coastal Risk Advisors — Upgrade 2026,ACC000434,Value Proposition,2027-09-27,64321
OPP000435,Summit Protection Alliance — Upsell 2026,ACC000435,Id. Decision Makers,2027-09-28,64458
OPP000436,Lighthouse Insurance Services — Renewal 2026,ACC000436,Perception Analysis,2027-09-29,64595
OPP000437,Cascade Financial Security — Expansion 2026,ACC000437,Proposal/Price Quote,2027-09-30,64732
OPP000438,Premier Risk Solutions — New Business 2026,ACC000438,Negotiation/Review,2027-10-01,64869
OPP000439,Horizon Assurance Group — Upgrade 2026,ACC000439,Closed Won,2027-10-02,
OPP000440,Keystone Benefits Co. — Upsell 2026,ACC000440,Closed Lost,2027-10-03,65143
OPP000441,Streamline Coverage Partners — Renewal 2026,ACC000441,Prospecting,2027-10-04,65280
OPP000442,Apex Insurance Holdings — Expansion 2026,ACC000442,Qualification,2027-10-05,65417
OPP000443,Valley Risk Management — New Business 2026,,Needs Analysis,2027-10-06,65554
OPP000444,Crestview Financial Services — Upgrade 2026,ACC000444,Value Proposition,2027-10-07,65691
OPP000445,Lakeside Protection Group — Upsell 2026,ACC000445,Id. Decision Makers,2027-10-08,
OPP000446,Sterling Risk Partners — Renewal 2026,ACC000446,Perception Analysis,2027-10-09,65965
OPP000447,Westpoint Insurance Alliance — Expansion 2026,ACC000447,Proposal/Price Quote,2027-10-10,66102
OPP000448,Clearwater Benefits Group — New Business 2026,ACC000448,Negotiation/Review,2027-10-11,66239
OPP000449,Redwood Assurance Co. — Upgrade 2026,ACC000449,Closed Won,2027-10-12,66376
OPP000450,Oakridge Financial Partners — Upsell 2026,ACC000450,Closed Lost,2027-10-13,66513
OPP000451,Sunrise Financial Group — Renewal 2026,ACC000451,Prospecting,2027-10-14,
OPP000452,Meridian Life Partners — Expansion 2026,ACC000452,Qualification,2027-10-15,66787
OPP000453,Pacific Coast Assurance — New Business 2026,ACC000453,Needs Analysis,2027-10-16,66924
OPP000454,BlueSky Protection Services — Upgrade 2026,ACC000454,Value Proposition,2027-10-17,67061
OPP000455,Cornerstone Risk Management — Upsell 2026,ACC000455,Id. Decision Makers,2027-10-18,67198
OPP000456,Evergreen Coverage Co. — Renewal 2026,,Perception Analysis,2027-10-19,67335
OPP000457,Pinnacle Insurance Brokers — Expansion 2026,ACC000457,Proposal/Price Quote,2027-10-20,
OPP000458,Heritage Mutual Group — New Business 2026,ACC000458,Negotiation/Review,2027-10-21,67609
OPP000459,Coastal Risk Advisors — Upgrade 2026,ACC000459,Closed Won,2027-10-22,67746
OPP000460,Summit Protection Alliance — Upsell 2026,ACC000460,Closed Lost,2027-10-23,67883
OPP000461,Lighthouse Insurance Services — Renewal 2026,ACC000461,Prospecting,2027-10-24,68020
OPP000462,Cascade Financial Security — Expansion 2026,ACC000462,Qualification,2027-10-25,68157
OPP000463,Premier Risk Solutions — New Business 2026,ACC000463,Needs Analysis,2027-10-26,
OPP000464,Horizon Assurance Group — Upgrade 2026,ACC000464,Value Proposition,2027-10-27,68431
OPP000465,Keystone Benefits Co. — Upsell 2026,ACC000465,Id. Decision Makers,2027-10-28,68568
OPP000466,Streamline Coverage Partners — Renewal 2026,ACC000466,Perception Analysis,2027-10-29,68705
OPP000467,Apex Insurance Holdings — Expansion 2026,ACC000467,Proposal/Price Quote,2027-10-30,68842
OPP000468,Valley Risk Management — New Business 2026,ACC000468,Negotiation/Review,2027-10-31,68979
OPP000469,Crestview Financial Services — Upgrade 2026,,Closed Won,2027-11-01,
OPP000470,Lakeside Protection Group — Upsell 2026,ACC000470,Closed Lost,2027-11-02,69253
OPP000471,Sterling Risk Partners — Renewal 2026,ACC000471,Prospecting,2027-11-03,69390
OPP000472,Westpoint Insurance Alliance — Expansion 2026,ACC000472,Qualification,2027-11-04,69527
OPP000473,Clearwater Benefits Group — New Business 2026,ACC000473,Needs Analysis,2027-11-05,69664
OPP000474,Redwood Assurance Co. — Upgrade 2026,ACC000474,Value Proposition,2027-11-06,69801
OPP000475,Oakridge Financial Partners — Upsell 2026,ACC000475,Id. Decision Makers,2027-11-07,
OPP000476,Sunrise Financial Group — Renewal 2026,ACC000476,Perception Analysis,2027-11-08,70075
OPP000477,Meridian Life Partners — Expansion 2026,ACC000477,Proposal/Price Quote,2027-11-09,70212
OPP000478,Pacific Coast Assurance — New Business 2026,ACC000478,Negotiation/Review,2027-11-10,70349
OPP000479,BlueSky Protection Services — Upgrade 2026,ACC000479,Closed Won,2027-11-11,70486
OPP000480,Cornerstone Risk Management — Upsell 2026,ACC000480,Closed Lost,2027-11-12,70623
OPP000481,Evergreen Coverage Co. — Renewal 2026,ACC000481,Prospecting,2027-11-13,
OPP000482,Pinnacle Insurance Brokers — Expansion 2026,,Qualification,2027-11-14,70897
OPP000483,Heritage Mutual Group — New Business 2026,ACC000483,Needs Analysis,2027-11-15,71034
OPP000484,Coastal Risk Advisors — Upgrade 2026,ACC000484,Value Proposition,2027-11-16,71171
OPP000485,Summit Protection Alliance — Upsell 2026,ACC000485,Id. Decision Makers,2027-11-17,71308
OPP000486,Lighthouse Insurance Services — Renewal 2026,ACC000486,Perception Analysis,2027-11-18,71445
OPP000487,Cascade Financial Security — Expansion 2026,ACC000487,Proposal/Price Quote,2027-11-19,
OPP000488,Premier Risk Solutions — New Business 2026,ACC000488,Negotiation/Review,2027-11-20,71719
OPP000489,Horizon Assurance Group — Upgrade 2026,ACC000489,Closed Won,2027-11-21,71856
OPP000490,Keystone Benefits Co. — Upsell 2026,ACC000490,Closed Lost,2027-11-22,71993
OPP000491,Streamline Coverage Partners — Renewal 2026,ACC000491,Prospecting,2027-11-23,72130
OPP000492,Apex Insurance Holdings — Expansion 2026,ACC000492,Qualification,2027-11-24,72267
OPP000493,Valley Risk Management — New Business 2026,ACC000493,Needs Analysis,2027-11-25,
OPP000494,Crestview Financial Services — Upgrade 2026,ACC000494,Value Proposition,2027-11-26,72541
OPP000495,Lakeside Protection Group — Upsell 2026,,Id. Decision Makers,2027-11-27,72678
OPP000496,Sterling Risk Partners — Renewal 2026,ACC000496,Perception Analysis,2027-11-28,72815
OPP000497,Westpoint Insurance Alliance — Expansion 2026,ACC000497,Proposal/Price Quote,2027-11-29,72952
OPP000498,Clearwater Benefits Group — New Business 2026,ACC000498,Negotiation/Review,2027-11-30,73089
OPP000499,Redwood Assurance Co. — Upgrade 2026,ACC000499,Closed Won,2027-12-01,
OPP000500,Oakridge Financial Partners — Upsell 2026,ACC000500,Closed Lost,2027-12-02,73363
OPP000501,Sunrise Financial Group — Renewal 2026,ACC000001,Prospecting,2027-12-03,73500
OPP000502,Meridian Life Partners — Expansion 2026,ACC000002,Qualification,2027-12-04,73637
OPP000503,Pacific Coast Assurance — New Business 2026,ACC000003,Needs Analysis,2027-12-05,73774
OPP000504,BlueSky Protection Services — Upgrade 2026,ACC000004,Value Proposition,2027-12-06,73911
OPP000505,Cornerstone Risk Management — Upsell 2026,ACC000005,Id. Decision Makers,2027-12-07,
OPP000506,Evergreen Coverage Co. — Renewal 2026,ACC000006,Perception Analysis,2027-12-08,74185
OPP000507,Pinnacle Insurance Brokers — Expansion 2026,ACC000007,Proposal/Price Quote,2027-12-09,74322
OPP000508,Heritage Mutual Group — New Business 2026,,Negotiation/Review,2027-12-10,74459
OPP000509,Coastal Risk Advisors — Upgrade 2026,ACC000009,Closed Won,2027-12-11,74596
OPP000510,Summit Protection Alliance — Upsell 2026,ACC000010,Closed Lost,2027-12-12,74733
OPP000511,Lighthouse Insurance Services — Renewal 2026,ACC000011,Prospecting,2027-12-13,
OPP000512,Cascade Financial Security — Expansion 2026,ACC000012,Qualification,2027-12-14,75007
OPP000513,Premier Risk Solutions — New Business 2026,ACC000013,Needs Analysis,2027-12-15,75144
OPP000514,Horizon Assurance Group — Upgrade 2026,ACC000014,Value Proposition,2027-12-16,75281
OPP000515,Keystone Benefits Co. — Upsell 2026,ACC000015,Id. Decision Makers,2027-12-17,75418
OPP000516,Streamline Coverage Partners — Renewal 2026,ACC000016,Perception Analysis,2027-12-18,75555
OPP000517,Apex Insurance Holdings — Expansion 2026,ACC000017,Proposal/Price Quote,2027-12-19,
OPP000518,Valley Risk Management — New Business 2026,ACC000018,Negotiation/Review,2027-12-20,75829
OPP000519,Crestview Financial Services — Upgrade 2026,ACC000019,Closed Won,2027-12-21,75966
OPP000520,Lakeside Protection Group — Upsell 2026,ACC000020,Closed Lost,2027-12-22,76103
OPP000521,Sterling Risk Partners — Renewal 2026,,Prospecting,2027-12-23,76240
OPP000522,Westpoint Insurance Alliance — Expansion 2026,ACC000022,Qualification,2027-12-24,76377
OPP000523,Clearwater Benefits Group — New Business 2026,ACC000023,Needs Analysis,2027-12-25,
OPP000524,Redwood Assurance Co. — Upgrade 2026,ACC000024,Value Proposition,2027-12-26,76651
OPP000525,Oakridge Financial Partners — Upsell 2026,ACC000025,Id. Decision Makers,2027-12-27,76788
OPP000526,Sunrise Financial Group — Renewal 2026,ACC000026,Perception Analysis,2027-12-28,76925
OPP000527,Meridian Life Partners — Expansion 2026,ACC000027,Proposal/Price Quote,2027-12-29,77062
OPP000528,Pacific Coast Assurance — New Business 2026,ACC000028,Negotiation/Review,2027-12-30,77199
OPP000529,BlueSky Protection Services — Upgrade 2026,ACC000029,Closed Won,2027-12-31,
OPP000530,Cornerstone Risk Management — Upsell 2026,ACC000030,Closed Lost,2028-01-01,77473
OPP000531,Evergreen Coverage Co. — Renewal 2026,ACC000031,Prospecting,2028-01-02,77610
OPP000532,Pinnacle Insurance Brokers — Expansion 2026,ACC000032,Qualification,2028-01-03,77747
OPP000533,Heritage Mutual Group — New Business 2026,ACC000033,Needs Analysis,2028-01-04,77884
OPP000534,Coastal Risk Advisors — Upgrade 2026,,Value Proposition,2028-01-05,78021
OPP000535,Summit Protection Alliance — Upsell 2026,ACC000035,Id. Decision Makers,2028-01-06,
OPP000536,Lighthouse Insurance Services — Renewal 2026,ACC000036,Perception Analysis,2028-01-07,78295
OPP000537,Cascade Financial Security — Expansion 2026,ACC000037,Proposal/Price Quote,2028-01-08,78432
OPP000538,Premier Risk Solutions — New Business 2026,ACC000038,Negotiation/Review,2028-01-09,78569
OPP000539,Horizon Assurance Group — Upgrade 2026,ACC000039,Closed Won,2028-01-10,78706
OPP000540,Keystone Benefits Co. — Upsell 2026,ACC000040,Closed Lost,2028-01-11,78843
OPP000541,Streamline Coverage Partners — Renewal 2026,ACC000041,Prospecting,2026-07-21,
OPP000542,Apex Insurance Holdings — Expansion 2026,ACC000042,Qualification,2026-07-22,79117
OPP000543,Valley Risk Management — New Business 2026,ACC000043,Needs Analysis,2026-07-23,79254
OPP000544,Crestview Financial Services — Upgrade 2026,ACC000044,Value Proposition,2026-07-24,79391
OPP000545,Lakeside Protection Group — Upsell 2026,ACC000045,Id. Decision Makers,2026-07-25,79528
OPP000546,Sterling Risk Partners — Renewal 2026,ACC000046,Perception Analysis,2026-07-26,79665
OPP000547,Westpoint Insurance Alliance — Expansion 2026,,Proposal/Price Quote,2026-07-27,
OPP000548,Clearwater Benefits Group — New Business 2026,ACC000048,Negotiation/Review,2026-07-28,79939
OPP000549,Redwood Assurance Co. — Upgrade 2026,ACC000049,Closed Won,2026-07-29,80076
OPP000550,Oakridge Financial Partners — Upsell 2026,ACC000050,Closed Lost,2026-07-30,80213
OPP000551,Sunrise Financial Group — Renewal 2026,ACC000051,Prospecting,2026-07-31,80350
OPP000552,Meridian Life Partners — Expansion 2026,ACC000052,Qualification,2026-08-01,80487
OPP000553,Pacific Coast Assurance — New Business 2026,ACC000053,Needs Analysis,2026-08-02,
OPP000554,BlueSky Protection Services — Upgrade 2026,ACC000054,Value Proposition,2026-08-03,80761
OPP000555,Cornerstone Risk Management — Upsell 2026,ACC000055,Id. Decision Makers,2026-08-04,80898
OPP000556,Evergreen Coverage Co. — Renewal 2026,ACC000056,Perception Analysis,2026-08-05,81035
OPP000557,Pinnacle Insurance Brokers — Expansion 2026,ACC000057,Proposal/Price Quote,2026-08-06,81172
OPP000558,Heritage Mutual Group — New Business 2026,ACC000058,Negotiation/Review,2026-08-07,81309
OPP000559,Coastal Risk Advisors — Upgrade 2026,ACC000059,Closed Won,2026-08-08,
OPP000560,Summit Protection Alliance — Upsell 2026,,Closed Lost,2026-08-09,81583
OPP000561,Lighthouse Insurance Services — Renewal 2026,ACC000061,Prospecting,2026-08-10,81720
OPP000562,Cascade Financial Security — Expansion 2026,ACC000062,Qualification,2026-08-11,81857
OPP000563,Premier Risk Solutions — New Business 2026,ACC000063,Needs Analysis,2026-08-12,81994
OPP000564,Horizon Assurance Group — Upgrade 2026,ACC000064,Value Proposition,2026-08-13,82131
OPP000565,Keystone Benefits Co. — Upsell 2026,ACC000065,Id. Decision Makers,2026-08-14,
OPP000566,Streamline Coverage Partners — Renewal 2026,ACC000066,Perception Analysis,2026-08-15,82405
OPP000567,Apex Insurance Holdings — Expansion 2026,ACC000067,Proposal/Price Quote,2026-08-16,82542
OPP000568,Valley Risk Management — New Business 2026,ACC000068,Negotiation/Review,2026-08-17,82679
OPP000569,Crestview Financial Services — Upgrade 2026,ACC000069,Closed Won,2026-08-18,82816
OPP000570,Lakeside Protection Group — Upsell 2026,ACC000070,Closed Lost,2026-08-19,82953
OPP000571,Sterling Risk Partners — Renewal 2026,ACC000071,Prospecting,2026-08-20,
OPP000572,Westpoint Insurance Alliance — Expansion 2026,ACC000072,Qualification,2026-08-21,83227
OPP000573,Clearwater Benefits Group — New Business 2026,,Needs Analysis,2026-08-22,83364
