ExternalId,Name,Account_ExternalId__c,StageName,CloseDate,Amount
OPP000296,Lakeside Engineering Works — Renewal 2026,ACC000296,Perception Analysis,2027-05-12,45415
OPP000297,Thornton Components Group — Expansion 2026,ACC000297,Proposal/Price Quote,2027-05-13,
OPP000298,Broadfield Production Inc. — New Business 2026,,Negotiation/Review,2027-05-14,45689
OPP000299,Sterling Assembly Systems — Upgrade 2026,ACC000299,Closed Won,2027-05-15,
OPP000300,Clearwater Industrial Corp. — Upsell 2026,ACC000300,Closed Lost,2027-05-16,45963
OPP000301,Apex Industrial Systems — Renewal 2026,,Prospecting,2027-05-17,
OPP000302,Precision Components Ltd — Expansion 2026,ACC000302,Qualification,2027-05-18,46237
OPP000303,Granite Manufacturing Co. — New Business 2026,ACC000303,Needs Analysis,2027-05-19,
OPP000304,Ironclad Production Group — Upgrade 2026,,Value Proposition,2027-05-20,46511
OPP000305,Velocity Parts & Assembly — Upsell 2026,ACC000305,Id. Decision Makers,2027-05-21,
OPP000306,Summit Engineering Works — Renewal 2026,ACC000306,Perception Analysis,2027-05-22,46785
OPP000307,BlueForge Manufacturing — Expansion 2026,,Proposal/Price Quote,2027-05-23,
OPP000308,Strata Industrial Solutions — New Business 2026,ACC000308,Negotiation/Review,2027-05-24,47059
OPP000309,Crestline Fabrication Inc. — Upgrade 2026,ACC000309,Closed Won,2027-05-25,
OPP000310,Meridian Parts Systems — Upsell 2026,,Closed Lost,2027-05-26,47333
OPP000311,Ridgeline Manufacturing Group — Renewal 2026,ACC000311,Prospecting,2027-05-27,
OPP000312,Cascade Production Works — Expansion 2026,ACC000312,Qualification,2027-05-28,47607
OPP000313,CoreTech Assembly Co. — New Business 2026,,Needs Analysis,2027-05-29,
OPP000314,Highpoint Industrial Ltd — Upgrade 2026,ACC000314,Value Proposition,2027-05-30,47881
OPP000315,Streamline Parts & Components — Upsell 2026,ACC000315,Id. Decision Makers,2027-05-31,
OPP000316,Keystone Manufacturing Alliance — Renewal 2026,,Perception Analysis,2027-06-01,48155
OPP000317,Pacific Fabrication Systems — Expansion 2026,ACC000317,Proposal/Price Quote,2027-06-02,
OPP000318,Pinnacle Parts Group — New Business 2026,ACC000318,Negotiation/Review,2027-06-03,48429
OPP000319,Centennial Industrial Co. — Upgrade 2026,,Closed Won,2027-06-04,
OPP000320,Northgate Manufacturing Inc. — Upsell 2026,ACC000320,Closed Lost,2027-06-05,48703
OPP000321,Lakeside Engineering Works — Renewal 2026,ACC000321,Prospecting,2027-06-06,
OPP000322,Thornton Components Group — Expansion 2026,,Qualification,2027-06-07,48977
OPP000323,Broadfield Production Inc. — New Business 2026,ACC000323,Needs Analysis,2027-06-08,
OPP000324,Sterling Assembly Systems — Upgrade 2026,ACC000324,Value Proposition,2027-06-09,49251
OPP000325,Clearwater Industrial Corp. — Upsell 2026,,Id. Decision Makers,2027-06-10,
OPP000326,Apex Industrial Systems — Renewal 2026,ACC000326,Perception Analysis,2027-06-11,49525
OPP000327,Precision Components Ltd — Expansion 2026,ACC000327,Proposal/Price Quote,2027-06-12,
OPP000328,Granite Manufacturing Co. — New Business 2026,,Negotiation/Review,2027-06-13,49799
OPP000329,Ironclad Production Group — Upgrade 2026,ACC000329,Closed Won,2027-06-14,
OPP000330,Velocity Parts & Assembly — Upsell 2026,ACC000330,Closed Lost,2027-06-15,50073
OPP000331,Summit Engineering Works — Renewal 2026,,Prospecting,2027-06-16,
OPP000332,BlueForge Manufacturing — Expansion 2026,ACC000332,Qualification,2027-06-17,50347
OPP000333,Strata Industrial Solutions — New Business 2026,ACC000333,Needs Analysis,2027-06-18,
OPP000334,Crestline Fabrication Inc. — Upgrade 2026,,Value Proposition,2027-06-19,50621
OPP000335,Meridian Parts Systems — Upsell 2026,ACC000335,Id. Decision Makers,2027-06-20,
OPP000336,Ridgeline Manufacturing Group — Renewal 2026,ACC000336,Perception Analysis,2027-06-21,50895
OPP000337,Cascade Production Works — Expansion 2026,,Proposal/Price Quote,2027-06-22,
OPP000338,CoreTech Assembly Co. — New Business 2026,ACC000338,Negotiation/Review,2027-06-23,51169
OPP000339,Highpoint Industrial Ltd — Upgrade 2026,ACC000339,Closed Won,2027-06-24,
OPP000340,Streamline Parts & Components — Upsell 2026,,Closed Lost,2027-06-25,51443
OPP000341,Keystone Manufacturing Alliance — Renewal 2026,ACC000341,Prospecting,2027-06-26,
OPP000342,Pacific Fabrication Systems — Expansion 2026,ACC000342,Qualification,2027-06-27,51717
OPP000343,Pinnacle Parts Group — New Business 2026,,Needs Analysis,2027-06-28,
OPP000344,Centennial Industrial Co. — Upgrade 2026,ACC000344,Value Proposition,2027-06-29,51991
OPP000345,Northgate Manufacturing Inc. — Upsell 2026,ACC000345,Id. Decision Makers,2027-06-30,
OPP000346,Lakeside Engineering Works — Renewal 2026,,Perception Analysis,2027-07-01,52265
OPP000347,Thornton Components Group — Expansion 2026,ACC000347,Proposal/Price Quote,2027-07-02,
OPP000348,Broadfield Production Inc. — New Business 2026,ACC000348,Negotiation/Review,2027-07-03,52539
OPP000349,Sterling Assembly Systems — Upgrade 2026,,Closed Won,2027-07-04,
OPP000350,Clearwater Industrial Corp. — Upsell 2026,ACC000350,Closed Lost,2027-07-05,52813
OPP000351,Apex Industrial Systems — Renewal 2026,ACC000351,Prospecting,2027-07-06,
OPP000352,Precision Components Ltd — Expansion 2026,,Qualification,2027-07-07,53087
OPP000353,Granite Manufacturing Co. — New Business 2026,ACC000353,Needs Analysis,2027-07-08,
OPP000354,Ironclad Production Group — Upgrade 2026,ACC000354,Value Proposition,2027-07-09,53361
OPP000355,Velocity Parts & Assembly — Upsell 2026,,Id. Decision Makers,2027-07-10,
OPP000356,Summit Engineering Works — Renewal 2026,ACC000356,Perception Analysis,2027-07-11,53635
OPP000357,BlueForge Manufacturing — Expansion 2026,ACC000357,Proposal/Price Quote,2027-07-12,
OPP000358,Strata Industrial Solutions — New Business 2026,,Negotiation/Review,2027-07-13,53909
OPP000359,Crestline Fabrication Inc. — Upgrade 2026,ACC000359,Closed Won,2027-07-14,
OPP000360,Meridian Parts Systems — Upsell 2026,ACC000360,Closed Lost,2027-07-15,54183
OPP000361,Ridgeline Manufacturing Group — Renewal 2026,,Prospecting,2027-07-16,
OPP000362,Cascade Production Works — Expansion 2026,ACC000362,Qualification,2027-07-17,54457
OPP000363,CoreTech Assembly Co. — New Business 2026,ACC000363,Needs Analysis,2027-07-18,
OPP000364,Highpoint Industrial Ltd — Upgrade 2026,,Value Proposition,2027-07-19,54731
OPP000365,Streamline Parts & Components — Upsell 2026,ACC000365,Id. Decision Makers,2027-07-20,
OPP000366,Keystone Manufacturing Alliance — Renewal 2026,ACC000366,Perception Analysis,2027-07-21,55005
OPP000367,Pacific Fabrication Systems — Expansion 2026,,Proposal/Price Quote,2027-07-22,
OPP000368,Pinnacle Parts Group — New Business 2026,ACC000368,Negotiation/Review,2027-07-23,55279
OPP000369,Centennial Industrial Co. — Upgrade 2026,ACC000369,Closed Won,2027-07-24,
OPP000370,Northgate Manufacturing Inc. — Upsell 2026,,Closed Lost,2027-07-25,55553
OPP000371,Lakeside Engineering Works — Renewal 2026,ACC000371,Prospecting,2027-07-26,
OPP000372,Thornton Components Group — Expansion 2026,ACC000372,Qualification,2027-07-27,55827
OPP000373,Broadfield Production Inc. — New Business 2026,,Needs Analysis,2027-07-28,
OPP000374,Sterling Assembly Systems — Upgrade 2026,ACC000374,Value Proposition,2027-07-29,56101
OPP000375,Clearwater Industrial Corp. — Upsell 2026,ACC000375,Id. Decision Makers,2027-07-30,
OPP000376,Apex Industrial Systems — Renewal 2026,,Perception Analysis,2027-07-31,56375
OPP000377,Precision Components Ltd — Expansion 2026,ACC000377,Proposal/Price Quote,2027-08-01,
OPP000378,Granite Manufacturing Co. — New Business 2026,ACC000378,Negotiation/Review,2027-08-02,56649
OPP000379,Ironclad Production Group — Upgrade 2026,,Closed Won,2027-08-03,
OPP000380,Velocity Parts & Assembly — Upsell 2026,ACC000380,Closed Lost,2027-08-04,56923
OPP000381,Summit Engineering Works — Renewal 2026,ACC000381,Prospecting,2027-08-05,
OPP000382,BlueForge Manufacturing — Expansion 2026,,Qualification,2027-08-06,57197
OPP000383,Strata Industrial Solutions — New Business 2026,ACC000383,Needs Analysis,2027-08-07,
OPP000384,Crestline Fabrication Inc. — Upgrade 2026,ACC000384,Value Proposition,2027-08-08,57471
OPP000385,Meridian Parts Systems — Upsell 2026,,Id. Decision Makers,2027-08-09,
OPP000386,Ridgeline Manufacturing Group — Renewal 2026,ACC000386,Perception Analysis,2027-08-10,57745
OPP000387,Cascade Production Works — Expansion 2026,ACC000387,Proposal/Price Quote,2027-08-11,
OPP000388,CoreTech Assembly Co. — New Business 2026,,Negotiation/Review,2027-08-12,58019
OPP000389,Highpoint Industrial Ltd — Upgrade 2026,ACC000389,Closed Won,2027-08-13,
OPP000390,Streamline Parts & Components — Upsell 2026,ACC000390,Closed Lost,2027-08-14,58293
OPP000391,Keystone Manufacturing Alliance — Renewal 2026,,Prospecting,2027-08-15,
OPP000392,Pacific Fabrication Systems — Expansion 2026,ACC000392,Qualification,2027-08-16,58567
OPP000393,Pinnacle Parts Group — New Business 2026,ACC000393,Needs Analysis,2027-08-17,
OPP000394,Centennial Industrial Co. — Upgrade 2026,,Value Proposition,2027-08-18,58841
OPP000395,Northgate Manufacturing Inc. — Upsell 2026,ACC000395,Id. Decision Makers,2027-08-19,
OPP000396,Lakeside Engineering Works — Renewal 2026,ACC000396,Perception Analysis,2027-08-20,59115
OPP000397,Thornton Components Group — Expansion 2026,,Proposal/Price Quote,2027-08-21,
OPP000398,Broadfield Production Inc. — New Business 2026,ACC000398,Negotiation/Review,2027-08-22,59389
OPP000399,Sterling Assembly Systems — Upgrade 2026,ACC000399,Closed Won,2027-08-23,
OPP000400,Clearwater Industrial Corp. — Upsell 2026,,Closed Lost,2027-08-24,59663
OPP000401,Apex Industrial Systems — Renewal 2026,ACC000401,Prospecting,2027-08-25,
OPP000402,Precision Components Ltd — Expansion 2026,ACC000402,Qualification,2027-08-26,59937
OPP000403,Granite Manufacturing Co. — New Business 2026,,Needs Analysis,2027-08-27,
OPP000404,Ironclad Production Group — Upgrade 2026,ACC000404,Value Proposition,2027-08-28,60211
OPP000405,Velocity Parts & Assembly — Upsell 2026,ACC000405,Id. Decision Makers,2027-08-29,
OPP000406,Summit Engineering Works — Renewal 2026,,Perception Analysis,2027-08-30,60485
OPP000407,BlueForge Manufacturing — Expansion 2026,ACC000407,Proposal/Price Quote,2027-08-31,
OPP000408,Strata Industrial Solutions — New Business 2026,ACC000408,Negotiation/Review,2027-09-01,60759
OPP000409,Crestline Fabrication Inc. — Upgrade 2026,,Closed Won,2027-09-02,
OPP000410,Meridian Parts Systems — Upsell 2026,ACC000410,Closed Lost,2027-09-03,61033
OPP000411,Ridgeline Manufacturing Group — Renewal 2026,ACC000411,Prospecting,2027-09-04,
OPP000412,Cascade Production Works — Expansion 2026,,Qualification,2027-09-05,61307
OPP000413,CoreTech Assembly Co. — New Business 2026,ACC000413,Needs Analysis,2027-09-06,
OPP000414,Highpoint Industrial Ltd — Upgrade 2026,ACC000414,Value Proposition,2027-09-07,61581
OPP000415,Streamline Parts & Components — Upsell 2026,,Id. Decision Makers,2027-09-08,
OPP000416,Keystone Manufacturing Alliance — Renewal 2026,ACC000416,Perception Analysis,2027-09-09,61855
OPP000417,Pacific Fabrication Systems — Expansion 2026,ACC000417,Proposal/Price Quote,2027-09-10,
OPP000418,Pinnacle Parts Group — New Business 2026,,Negotiation/Review,2027-09-11,62129
OPP000419,Centennial Industrial Co. — Upgrade 2026,ACC000419,Closed Won,2027-09-12,
OPP000420,Northgate Manufacturing Inc. — Upsell 2026,ACC000420,Closed Lost,2027-09-13,62403
OPP000421,Lakeside Engineering Works — Renewal 2026,,Prospecting,2027-09-14,
OPP000422,Thornton Components Group — Expansion 2026,ACC000422,Qualification,2027-09-15,62677
OPP000423,Broadfield Production Inc. — New Business 2026,ACC000423,Needs Analysis,2027-09-16,
OPP000424,Sterling Assembly Systems — Upgrade 2026,,Value Proposition,2027-09-17,62951
OPP000425,Clearwater Industrial Corp. — Upsell 2026,ACC000425,Id. Decision Makers,2027-09-18,
OPP000426,Apex Industrial Systems — Renewal 2026,ACC000426,Perception Analysis,2027-09-19,63225
OPP000427,Precision Components Ltd — Expansion 2026,,Proposal/Price Quote,2027-09-20,
OPP000428,Granite Manufacturing Co. — New Business 2026,ACC000428,Negotiation/Review,2027-09-21,63499
OPP000429,Ironclad Production Group — Upgrade 2026,ACC000429,Closed Won,2027-09-22,
OPP000430,Velocity Parts & Assembly — Upsell 2026,,Closed Lost,2027-09-23,63773
OPP000431,Summit Engineering Works — Renewal 2026,ACC000431,Prospecting,2027-09-24,
OPP000432,BlueForge Manufacturing — Expansion 2026,ACC000432,Qualification,2027-09-25,64047
OPP000433,Strata Industrial Solutions — New Business 2026,,Needs Analysis,2027-09-26,
OPP000434,Crestline Fabrication Inc. — Upgrade 2026,ACC000434,Value Proposition,2027-09-27,64321
OPP000435,Meridian Parts Systems — Upsell 2026,ACC000435,Id. Decision Makers,2027-09-28,
OPP000436,Ridgeline Manufacturing Group — Renewal 2026,,Perception Analysis,2027-09-29,64595
OPP000437,Cascade Production Works — Expansion 2026,ACC000437,Proposal/Price Quote,2027-09-30,
OPP000438,CoreTech Assembly Co. — New Business 2026,ACC000438,Negotiation/Review,2027-10-01,64869
OPP000439,Highpoint Industrial Ltd — Upgrade 2026,,Closed Won,2027-10-02,
OPP000440,Streamline Parts & Components — Upsell 2026,ACC000440,Closed Lost,2027-10-03,65143
OPP000441,Keystone Manufacturing Alliance — Renewal 2026,ACC000441,Prospecting,2027-10-04,
OPP000442,Pacific Fabrication Systems — Expansion 2026,,Qualification,2027-10-05,65417
OPP000443,Pinnacle Parts Group — New Business 2026,ACC000443,Needs Analysis,2027-10-06,
OPP000444,Centennial Industrial Co. — Upgrade 2026,ACC000444,Value Proposition,2027-10-07,65691
OPP000445,Northgate Manufacturing Inc. — Upsell 2026,,Id. Decision Makers,2027-10-08,
OPP000446,Lakeside Engineering Works — Renewal 2026,ACC000446,Perception Analysis,2027-10-09,65965
OPP000447,Thornton Components Group — Expansion 2026,ACC000447,Proposal/Price Quote,2027-10-10,
OPP000448,Broadfield Production Inc. — New Business 2026,,Negotiation/Review,2027-10-11,66239
OPP000449,Sterling Assembly Systems — Upgrade 2026,ACC000449,Closed Won,2027-10-12,
OPP000450,Clearwater Industrial Corp. — Upsell 2026,ACC000450,Closed Lost,2027-10-13,66513
OPP000451,Apex Industrial Systems — Renewal 2026,,Prospecting,2027-10-14,
OPP000452,Precision Components Ltd — Expansion 2026,ACC000452,Qualification,2027-10-15,66787
OPP000453,Granite Manufacturing Co. — New Business 2026,ACC000453,Needs Analysis,2027-10-16,
OPP000454,Ironclad Production Group — Upgrade 2026,,Value Proposition,2027-10-17,67061
OPP000455,Velocity Parts & Assembly — Upsell 2026,ACC000455,Id. Decision Makers,2027-10-18,
OPP000456,Summit Engineering Works — Renewal 2026,ACC000456,Perception Analysis,2027-10-19,67335
OPP000457,BlueForge Manufacturing — Expansion 2026,,Proposal/Price Quote,2027-10-20,
OPP000458,Strata Industrial Solutions — New Business 2026,ACC000458,Negotiation/Review,2027-10-21,67609
OPP000459,Crestline Fabrication Inc. — Upgrade 2026,ACC000459,Closed Won,2027-10-22,
OPP000460,Meridian Parts Systems — Upsell 2026,,Closed Lost,2027-10-23,67883
OPP000461,Ridgeline Manufacturing Group — Renewal 2026,ACC000461,Prospecting,2027-10-24,
OPP000462,Cascade Production Works — Expansion 2026,ACC000462,Qualification,2027-10-25,68157
OPP000463,CoreTech Assembly Co. — New Business 2026,,Needs Analysis,2027-10-26,
OPP000464,Highpoint Industrial Ltd — Upgrade 2026,ACC000464,Value Proposition,2027-10-27,68431
OPP000465,Streamline Parts & Components — Upsell 2026,ACC000465,Id. Decision Makers,2027-10-28,
OPP000466,Keystone Manufacturing Alliance — Renewal 2026,,Perception Analysis,2027-10-29,68705
OPP000467,Pacific Fabrication Systems — Expansion 2026,ACC000467,Proposal/Price Quote,2027-10-30,
OPP000468,Pinnacle Parts Group — New Business 2026,ACC000468,Negotiation/Review,2027-10-31,68979
OPP000469,Centennial Industrial Co. — Upgrade 2026,,Closed Won,2027-11-01,
OPP000470,Northgate Manufacturing Inc. — Upsell 2026,ACC000470,Closed Lost,2027-11-02,69253
OPP000471,Lakeside Engineering Works — Renewal 2026,ACC000471,Prospecting,2027-11-03,
OPP000472,Thornton Components Group — Expansion 2026,,Qualification,2027-11-04,69527
OPP000473,Broadfield Production Inc. — New Business 2026,ACC000473,Needs Analysis,2027-11-05,
OPP000474,Sterling Assembly Systems — Upgrade 2026,ACC000474,Value Proposition,2027-11-06,69801
OPP000475,Clearwater Industrial Corp. — Upsell 2026,,Id. Decision Makers,2027-11-07,
OPP000476,Apex Industrial Systems — Renewal 2026,ACC000476,Perception Analysis,2027-11-08,70075
OPP000477,Precision Components Ltd — Expansion 2026,ACC000477,Proposal/Price Quote,2027-11-09,
OPP000478,Granite Manufacturing Co. — New Business 2026,,Negotiation/Review,2027-11-10,70349
OPP000479,Ironclad Production Group — Upgrade 2026,ACC000479,Closed Won,2027-11-11,
OPP000480,Velocity Parts & Assembly — Upsell 2026,ACC000480,Closed Lost,2027-11-12,70623
OPP000481,Summit Engineering Works — Renewal 2026,,Prospecting,2027-11-13,
OPP000482,BlueForge Manufacturing — Expansion 2026,ACC000482,Qualification,2027-11-14,70897
OPP000483,Strata Industrial Solutions — New Business 2026,ACC000483,Needs Analysis,2027-11-15,
OPP000484,Crestline Fabrication Inc. — Upgrade 2026,,Value Proposition,2027-11-16,71171
OPP000485,Meridian Parts Systems — Upsell 2026,ACC000485,Id. Decision Makers,2027-11-17,
OPP000486,Ridgeline Manufacturing Group — Renewal 2026,ACC000486,Perception Analysis,2027-11-18,71445
OPP000487,Cascade Production Works — Expansion 2026,,Proposal/Price Quote,2027-11-19,
OPP000488,CoreTech Assembly Co. — New Business 2026,ACC000488,Negotiation/Review,2027-11-20,71719
OPP000489,Highpoint Industrial Ltd — Upgrade 2026,ACC000489,Closed Won,2027-11-21,
OPP000490,Streamline Parts & Components — Upsell 2026,,Closed Lost,2027-11-22,71993
OPP000491,Keystone Manufacturing Alliance — Renewal 2026,ACC000491,Prospecting,2027-11-23,
OPP000492,Pacific Fabrication Systems — Expansion 2026,ACC000492,Qualification,2027-11-24,72267
OPP000493,Pinnacle Parts Group — New Business 2026,,Needs Analysis,2027-11-25,
OPP000494,Centennial Industrial Co. — Upgrade 2026,ACC000494,Value Proposition,2027-11-26,72541
OPP000495,Northgate Manufacturing Inc. — Upsell 2026,ACC000495,Id. Decision Makers,2027-11-27,
OPP000496,Lakeside Engineering Works — Renewal 2026,,Perception Analysis,2027-11-28,72815
OPP000497,Thornton Components Group — Expansion 2026,ACC000497,Proposal/Price Quote,2027-11-29,
OPP000498,Broadfield Production Inc. — New Business 2026,ACC000498,Negotiation/Review,2027-11-30,73089
OPP000499,Sterling Assembly Systems — Upgrade 2026,,Closed Won,2027-12-01,
OPP000500,Clearwater Industrial Corp. — Upsell 2026,ACC000500,Closed Lost,2027-12-02,73363
OPP000501,Apex Industrial Systems — Renewal 2026,ACC000001,Prospecting,2027-12-03,
OPP000502,Precision Components Ltd — Expansion 2026,,Qualification,2027-12-04,73637
OPP000503,Granite Manufacturing Co. — New Business 2026,ACC000003,Needs Analysis,2027-12-05,
OPP000504,Ironclad Production Group — Upgrade 2026,ACC000004,Value Proposition,2027-12-06,73911
OPP000505,Velocity Parts & Assembly — Upsell 2026,,Id. Decision Makers,2027-12-07,
OPP000506,Summit Engineering Works — Renewal 2026,ACC000006,Perception Analysis,2027-12-08,74185
OPP000507,BlueForge Manufacturing — Expansion 2026,ACC000007,Proposal/Price Quote,2027-12-09,
OPP000508,Strata Industrial Solutions — New Business 2026,,Negotiation/Review,2027-12-10,74459
OPP000509,Crestline Fabrication Inc. — Upgrade 2026,ACC000009,Closed Won,2027-12-11,
OPP000510,Meridian Parts Systems — Upsell 2026,ACC000010,Closed Lost,2027-12-12,74733
OPP000511,Ridgeline Manufacturing Group — Renewal 2026,,Prospecting,2027-12-13,
OPP000512,Cascade Production Works — Expansion 2026,ACC000012,Qualification,2027-12-14,75007
OPP000513,CoreTech Assembly Co. — New Business 2026,ACC000013,Needs Analysis,2027-12-15,
OPP000514,Highpoint Industrial Ltd — Upgrade 2026,,Value Proposition,2027-12-16,75281
OPP000515,Streamline Parts & Components — Upsell 2026,ACC000015,Id. Decision Makers,2027-12-17,
OPP000516,Keystone Manufacturing Alliance — Renewal 2026,ACC000016,Perception Analysis,2027-12-18,75555
OPP000517,Pacific Fabrication Systems — Expansion 2026,,Proposal/Price Quote,2027-12-19,
OPP000518,Pinnacle Parts Group — New Business 2026,ACC000018,Negotiation/Review,2027-12-20,75829
OPP000519,Centennial Industrial Co. — Upgrade 2026,ACC000019,Closed Won,2027-12-21,
OPP000520,Northgate Manufacturing Inc. — Upsell 2026,,Closed Lost,2027-12-22,76103
OPP000521,Lakeside Engineering Works — Renewal 2026,ACC000021,Prospecting,2027-12-23,
OPP000522,Thornton Components Group — Expansion 2026,ACC000022,Qualification,2027-12-24,76377
OPP000523,Broadfield Production Inc. — New Business 2026,,Needs Analysis,2027-12-25,
OPP000524,Sterling Assembly Systems — Upgrade 2026,ACC000024,Value Proposition,2027-12-26,76651
OPP000525,Clearwater Industrial Corp. — Upsell 2026,ACC000025,Id. Decision Makers,2027-12-27,
OPP000526,Apex Industrial Systems — Renewal 2026,,Perception Analysis,2027-12-28,76925
OPP000527,Precision Components Ltd — Expansion 2026,ACC000027,Proposal/Price Quote,2027-12-29,
OPP000528,Granite Manufacturing Co. — New Business 2026,ACC000028,Negotiation/Review,2027-12-30,77199
OPP000529,Ironclad Production Group — Upgrade 2026,,Closed Won,2027-12-31,
OPP000530,Velocity Parts & Assembly — Upsell 2026,ACC000030,Closed Lost,2028-01-01,77473
OPP000531,Summit Engineering Works — Renewal 2026,ACC000031,Prospecting,2028-01-02,
OPP000532,BlueForge Manufacturing — Expansion 2026,,Qualification,2028-01-03,77747
OPP000533,Strata Industrial Solutions — New Business 2026,ACC000033,Needs Analysis,2028-01-04,
OPP000534,Crestline Fabrication Inc. — Upgrade 2026,ACC000034,Value Proposition,2028-01-05,78021
OPP000535,Meridian Parts Systems — Upsell 2026,,Id. Decision Makers,2028-01-06,
OPP000536,Ridgeline Manufacturing Group — Renewal 2026,ACC000036,Perception Analysis,2028-01-07,78295
OPP000537,Cascade Production Works — Expansion 2026,ACC000037,Proposal/Price Quote,2028-01-08,
OPP000538,CoreTech Assembly Co. — New Business 2026,,Negotiation/Review,2028-01-09,78569
OPP000539,Highpoint Industrial Ltd — Upgrade 2026,ACC000039,Closed Won,2028-01-10,
OPP000540,Streamline Parts & Components — Upsell 2026,ACC000040,Closed Lost,2028-01-11,78843
OPP000541,Keystone Manufacturing Alliance — Renewal 2026,,Prospecting,2026-07-21,
OPP000542,Pacific Fabrication Systems — Expansion 2026,ACC000042,Qualification,2026-07-22,79117
OPP000543,Pinnacle Parts Group — New Business 2026,ACC000043,Needs Analysis,2026-07-23,
OPP000544,Centennial Industrial Co. — Upgrade 2026,,Value Proposition,2026-07-24,79391
OPP000545,Northgate Manufacturing Inc. — Upsell 2026,ACC000045,Id. Decision Makers,2026-07-25,
OPP000546,Lakeside Engineering Works — Renewal 2026,ACC000046,Perception Analysis,2026-07-26,79665
OPP000547,Thornton Components Group — Expansion 2026,,Proposal/Price Quote,2026-07-27,
OPP000548,Broadfield Production Inc. — New Business 2026,ACC000048,Negotiation/Review,2026-07-28,79939
OPP000549,Sterling Assembly Systems — Upgrade 2026,ACC000049,Closed Won,2026-07-29,
OPP000550,Clearwater Industrial Corp. — Upsell 2026,,Closed Lost,2026-07-30,80213
OPP000551,Apex Industrial Systems — Renewal 2026,ACC000051,Prospecting,2026-07-31,
OPP000552,Precision Components Ltd — Expansion 2026,ACC000052,Qualification,2026-08-01,80487
OPP000553,Granite Manufacturing Co. — New Business 2026,,Needs Analysis,2026-08-02,
OPP000554,Ironclad Production Group — Upgrade 2026,ACC000054,Value Proposition,2026-08-03,80761
OPP000555,Velocity Parts & Assembly — Upsell 2026,ACC000055,Id. Decision Makers,2026-08-04,
OPP000556,Summit Engineering Works — Renewal 2026,,Perception Analysis,2026-08-05,81035
OPP000557,BlueForge Manufacturing — Expansion 2026,ACC000057,Proposal/Price Quote,2026-08-06,
OPP000558,Strata Industrial Solutions — New Business 2026,ACC000058,Negotiation/Review,2026-08-07,81309
OPP000559,Crestline Fabrication Inc. — Upgrade 2026,,Closed Won,2026-08-08,
OPP000560,Meridian Parts Systems — Upsell 2026,ACC000060,Closed Lost,2026-08-09,81583
OPP000561,Ridgeline Manufacturing Group — Renewal 2026,ACC000061,Prospecting,2026-08-10,
OPP000562,Cascade Production Works — Expansion 2026,,Qualification,2026-08-11,81857
OPP000563,CoreTech Assembly Co. — New Business 2026,ACC000063,Needs Analysis,2026-08-12,
OPP000564,Highpoint Industrial Ltd — Upgrade 2026,ACC000064,Value Proposition,2026-08-13,82131
OPP000565,Streamline Parts & Components — Upsell 2026,,Id. Decision Makers,2026-08-14,
OPP000566,Keystone Manufacturing Alliance — Renewal 2026,ACC000066,Perception Analysis,2026-08-15,82405
OPP000567,Pacific Fabrication Systems — Expansion 2026,ACC000067,Proposal/Price Quote,2026-08-16,
OPP000568,Pinnacle Parts Group — New Business 2026,,Negotiation/Review,2026-08-17,82679
OPP000569,Centennial Industrial Co. — Upgrade 2026,ACC000069,Closed Won,2026-08-18,
OPP000570,Northgate Manufacturing Inc. — Upsell 2026,ACC000070,Closed Lost,2026-08-19,82953
OPP000571,Lakeside Engineering Works — Renewal 2026,,Prospecting,2026-08-20,
OPP000572,Thornton Components Group — Expansion 2026,ACC000072,Qualification,2026-08-21,83227
OPP000573,Broadfield Production Inc. — New Business 2026,ACC000073,Needs Analysis,2026-08-22,
OPP000574,Sterling Assembly Systems — Upgrade 2026,,Value Proposition,2026-08-23,83501
OPP000575,Clearwater Industrial Corp. — Upsell 2026,ACC000075,Id. Decision Makers,2026-08-24,
OPP000576,Apex Industrial Systems — Renewal 2026,ACC000076,Perception Analysis,2026-08-25,83775
OPP000577,Precision Components Ltd — Expansion 2026,,Proposal/Price Quote,2026-08-26,
OPP000578,Granite Manufacturing Co. — New Business 2026,ACC000078,Negotiation/Review,2026-08-27,84049
OPP000579,Ironclad Production Group — Upgrade 2026,ACC000079,Closed Won,2026-08-28,
OPP000580,Velocity Parts & Assembly — Upsell 2026,,Closed Lost,2026-08-29,84323
OPP000581,Summit Engineering Works — Renewal 2026,ACC000081,Prospecting,2026-08-30,
OPP000582,BlueForge Manufacturing — Expansion 2026,ACC000082,Qualification,2026-08-31,84597
OPP000583,Strata Industrial Solutions — New Business 2026,,Needs Analysis,2026-09-01,
OPP000584,Crestline Fabrication Inc. — Upgrade 2026,ACC000084,Value Proposition,2026-09-02,84871
OPP000585,Meridian Parts Systems — Upsell 2026,ACC000085,Id. Decision Makers,2026-09-03,
OPP000586,Ridgeline Manufacturing Group — Renewal 2026,,Perception Analysis,2026-09-04,85145
OPP000587,Cascade Production Works — Expansion 2026,ACC000087,Proposal/Price Quote,2026-09-05,
OPP000588,CoreTech Assembly Co. — New Business 2026,ACC000088,Negotiation/Review,2026-09-06,85419
OPP000589,Highpoint Industrial Ltd — Upgrade 2026,,Closed Won,2026-09-07,
OPP000590,Streamline Parts & Components — Upsell 2026,ACC000090,Closed Lost,2026-09-08,85693
