ExternalId,Subject,Status,Priority,Reason,Account_ExternalId__c,Contact_ExternalId__c
CASE000370,Wrong Item Shipped — Case 370,Working,High,Wrong Item Shipped,,CON000370
CASE000371,Wrong Item Shipped — Case 371,Escalated,,Wrong Item Shipped,ACC000371,
CASE000372,Wrong Item Shipped — Case 372,Closed,Low,Wrong Item Shipped,ACC000372,CON000372
CASE000373,Wrong Item Shipped — Case 373,New,,Wrong Item Shipped,,
CASE000374,Wrong Item Shipped — Case 374,Working,Medium,Wrong Item Shipped,ACC000374,CON000374
CASE000375,Wrong Item Shipped — Case 375,Escalated,,Wrong Item Shipped,ACC000375,
CASE000376,Wrong Item Shipped — Case 376,Closed,High,Wrong Item Shipped,,CON000376
CASE000377,Wrong Item Shipped — Case 377,New,,Wrong Item Shipped,ACC000377,
CASE000378,Wrong Item Shipped — Case 378,Working,Low,Wrong Item Shipped,ACC000378,CON000378
CASE000379,Wrong Item Shipped — Case 379,Escalated,,Wrong Item Shipped,,
CASE000380,Wrong Item Shipped — Case 380,Closed,Medium,Wrong Item Shipped,ACC000380,CON000380
CASE000381,Wrong Item Shipped — Case 381,New,,Wrong Item Shipped,ACC000381,
CASE000382,Wrong Item Shipped — Case 382,Working,High,Wrong Item Shipped,,CON000382
CASE000383,Wrong Item Shipped — Case 383,Escalated,,Wrong Item Shipped,ACC000383,
CASE000384,Wrong Item Shipped — Case 384,Closed,Low,Wrong Item Shipped,ACC000384,CON000384
CASE000385,Wrong Item Shipped — Case 385,New,,Wrong Item Shipped,,
CASE000386,Wrong Item Shipped — Case 386,Working,Medium,Wrong Item Shipped,ACC000386,CON000386
CASE000387,Wrong Item Shipped — Case 387,Escalated,,Wrong Item Shipped,ACC000387,
CASE000388,Wrong Item Shipped — Case 388,Closed,High,Wrong Item Shipped,,CON000388
CASE000389,Wrong Item Shipped — Case 389,New,,Wrong Item Shipped,ACC000389,
CASE000390,Wrong Item Shipped — Case 390,Working,Low,Wrong Item Shipped,ACC000390,CON000390
CASE000391,Wrong Item Shipped — Case 391,Escalated,,Wrong Item Shipped,,
CASE000392,Wrong Item Shipped — Case 392,Closed,Medium,Wrong Item Shipped,ACC000392,CON000392
CASE000393,Wrong Item Shipped — Case 393,New,,Wrong Item Shipped,ACC000393,
CASE000394,Wrong Item Shipped — Case 394,Working,High,Wrong Item Shipped,,CON000394
CASE000395,Wrong Item Shipped — Case 395,Escalated,,Wrong Item Shipped,ACC000395,
CASE000396,Wrong Item Shipped — Case 396,Closed,Low,Wrong Item Shipped,ACC000396,CON000396
CASE000397,Wrong Item Shipped — Case 397,New,,Wrong Item Shipped,,
CASE000398,Wrong Item Shipped — Case 398,Working,Medium,Wrong Item Shipped,ACC000398,CON000398
CASE000399,Wrong Item Shipped — Case 399,Escalated,,Wrong Item Shipped,ACC000399,
CASE000400,Wrong Item Shipped — Case 400,Closed,High,Wrong Item Shipped,,CON000400
CASE000401,Wrong Item Shipped — Case 401,New,,Wrong Item Shipped,ACC000401,
CASE000402,Wrong Item Shipped — Case 402,Working,Low,Wrong Item Shipped,ACC000402,CON000402
CASE000403,Wrong Item Shipped — Case 403,Escalated,,Wrong Item Shipped,,
CASE000404,Wrong Item Shipped — Case 404,Closed,Medium,Wrong Item Shipped,ACC000404,CON000404
CASE000405,Wrong Item Shipped — Case 405,New,,Wrong Item Shipped,ACC000405,
CASE000406,Wrong Item Shipped — Case 406,Working,High,Wrong Item Shipped,,CON000406
CASE000407,Wrong Item Shipped — Case 407,Escalated,,Wrong Item Shipped,ACC000407,
CASE000408,Wrong Item Shipped — Case 408,Closed,Low,Wrong Item Shipped,ACC000408,CON000408
CASE000409,Wrong Item Shipped — Case 409,New,,Wrong Item Shipped,,
CASE000410,Wrong Item Shipped — Case 410,Working,Medium,Wrong Item Shipped,ACC000410,CON000410
CASE000411,Wrong Item Shipped — Case 411,Escalated,,Wrong Item Shipped,ACC000411,
CASE000412,Wrong Item Shipped — Case 412,Closed,High,Wrong Item Shipped,,CON000412
CASE000413,Wrong Item Shipped — Case 413,New,,Wrong Item Shipped,ACC000413,
CASE000414,Wrong Item Shipped — Case 414,Working,Low,Wrong Item Shipped,ACC000414,CON000414
CASE000415,Wrong Item Shipped — Case 415,Escalated,,Wrong Item Shipped,,
CASE000416,Wrong Item Shipped — Case 416,Closed,Medium,Wrong Item Shipped,ACC000416,CON000416
CASE000417,Wrong Item Shipped — Case 417,New,,Wrong Item Shipped,ACC000417,
CASE000418,Wrong Item Shipped — Case 418,Working,High,Wrong Item Shipped,,CON000418
CASE000419,Wrong Item Shipped — Case 419,Escalated,,Wrong Item Shipped,ACC000419,
CASE000420,Wrong Item Shipped — Case 420,Closed,Low,Wrong Item Shipped,ACC000420,CON000420
CASE000421,Wrong Item Shipped — Case 421,New,,Wrong Item Shipped,,
CASE000422,Wrong Item Shipped — Case 422,Working,Medium,Wrong Item Shipped,ACC000422,CON000422
CASE000423,Wrong Item Shipped — Case 423,Escalated,,Wrong Item Shipped,ACC000423,
CASE000424,Wrong Item Shipped — Case 424,Closed,High,Wrong Item Shipped,,CON000424
CASE000425,Wrong Item Shipped — Case 425,New,,Wrong Item Shipped,ACC000425,
CASE000426,Wrong Item Shipped — Case 426,Working,Low,Wrong Item Shipped,ACC000426,CON000426
CASE000427,Wrong Item Shipped — Case 427,Escalated,,Wrong Item Shipped,,
CASE000428,Wrong Item Shipped — Case 428,Closed,Medium,Wrong Item Shipped,ACC000428,CON000428
CASE000429,Wrong Item Shipped — Case 429,New,,Wrong Item Shipped,ACC000429,
CASE000430,Wrong Item Shipped — Case 430,Working,High,Wrong Item Shipped,,CON000430
CASE000431,Wrong Item Shipped — Case 431,Escalated,,Wrong Item Shipped,ACC000431,
CASE000432,Wrong Item Shipped — Case 432,Closed,Low,Wrong Item Shipped,ACC000432,CON000432
CASE000433,Wrong Item Shipped — Case 433,New,,Wrong Item Shipped,,
CASE000434,Wrong Item Shipped — Case 434,Working,Medium,Wrong Item Shipped,ACC000434,CON000434
CASE000435,Wrong Item Shipped — Case 435,Escalated,,Wrong Item Shipped,ACC000435,
CASE000436,Wrong Item Shipped — Case 436,Closed,High,Wrong Item Shipped,,CON000436
CASE000437,Wrong Item Shipped — Case 437,New,,Wrong Item Shipped,ACC000437,
CASE000438,Wrong Item Shipped — Case 438,Working,Low,Wrong Item Shipped,ACC000438,CON000438
CASE000439,Wrong Item Shipped — Case 439,Escalated,,Wrong Item Shipped,,
CASE000440,Wrong Item Shipped — Case 440,Closed,Medium,Wrong Item Shipped,ACC000440,CON000440
CASE000441,Wrong Item Shipped — Case 441,New,,Wrong Item Shipped,ACC000441,
CASE000442,Wrong Item Shipped — Case 442,Working,High,Wrong Item Shipped,,CON000442
CASE000443,Wrong Item Shipped — Case 443,Escalated,,Wrong Item Shipped,ACC000443,
CASE000444,Wrong Item Shipped — Case 444,Closed,Low,Wrong Item Shipped,ACC000444,CON000444
CASE000445,Wrong Item Shipped — Case 445,New,,Wrong Item Shipped,,
CASE000446,Wrong Item Shipped — Case 446,Working,Medium,Wrong Item Shipped,ACC000446,CON000446
CASE000447,Wrong Item Shipped — Case 447,Escalated,,Wrong Item Shipped,ACC000447,
CASE000448,Wrong Item Shipped — Case 448,Closed,High,Wrong Item Shipped,,CON000448
CASE000449,Wrong Item Shipped — Case 449,New,,Wrong Item Shipped,ACC000449,
CASE000450,Wrong Item Shipped — Case 450,Working,Low,Wrong Item Shipped,ACC000450,CON000450
CASE000451,Wrong Item Shipped — Case 451,Escalated,,Wrong Item Shipped,,
CASE000452,Wrong Item Shipped — Case 452,Closed,Medium,Wrong Item Shipped,ACC000452,CON000452
CASE000453,Wrong Item Shipped — Case 453,New,,Wrong Item Shipped,ACC000453,
CASE000454,Wrong Item Shipped — Case 454,Working,High,Wrong Item Shipped,,CON000454
CASE000455,Wrong Item Shipped — Case 455,Escalated,,Wrong Item Shipped,ACC000455,
CASE000456,Wrong Item Shipped — Case 456,Closed,Low,Wrong Item Shipped,ACC000456,CON000456
CASE000457,Wrong Item Shipped — Case 457,New,,Wrong Item Shipped,,
CASE000458,Wrong Item Shipped — Case 458,Working,Medium,Wrong Item Shipped,ACC000458,CON000458
CASE000459,Wrong Item Shipped — Case 459,Escalated,,Wrong Item Shipped,ACC000459,
CASE000460,Wrong Item Shipped — Case 460,Closed,High,Wrong Item Shipped,,CON000460
CASE000461,Wrong Item Shipped — Case 461,New,,Wrong Item Shipped,ACC000461,
CASE000462,Wrong Item Shipped — Case 462,Working,Low,Wrong Item Shipped,ACC000462,CON000462
CASE000463,Wrong Item Shipped — Case 463,Escalated,,Wrong Item Shipped,,
CASE000464,Wrong Item Shipped — Case 464,Closed,Medium,Wrong Item Shipped,ACC000464,CON000464
CASE000465,Wrong Item Shipped — Case 465,New,,Wrong Item Shipped,ACC000465,
CASE000466,Wrong Item Shipped — Case 466,Working,High,Wrong Item Shipped,,CON000466
CASE000467,Wrong Item Shipped — Case 467,Escalated,,Wrong Item Shipped,ACC000467,
CASE000468,Wrong Item Shipped — Case 468,Closed,Low,Wrong Item Shipped,ACC000468,CON000468
CASE000469,Wrong Item Shipped — Case 469,New,,Wrong Item Shipped,,
CASE000470,Wrong Item Shipped — Case 470,Working,Medium,Wrong Item Shipped,ACC000470,CON000470
CASE000471,Wrong Item Shipped — Case 471,Escalated,,Wrong Item Shipped,ACC000471,
CASE000472,Wrong Item Shipped — Case 472,Closed,High,Wrong Item Shipped,,CON000472
CASE000473,Wrong Item Shipped — Case 473,New,,Wrong Item Shipped,ACC000473,
CASE000474,Wrong Item Shipped — Case 474,Working,Low,Wrong Item Shipped,ACC000474,CON000474
CASE000475,Wrong Item Shipped — Case 475,Escalated,,Wrong Item Shipped,,
CASE000476,Wrong Item Shipped — Case 476,Closed,Medium,Wrong Item Shipped,ACC000476,CON000476
CASE000477,Wrong Item Shipped — Case 477,New,,Wrong Item Shipped,ACC000477,
CASE000478,Wrong Item Shipped — Case 478,Working,High,Wrong Item Shipped,,CON000478
CASE000479,Wrong Item Shipped — Case 479,Escalated,,Wrong Item Shipped,ACC000479,
CASE000480,Wrong Item Shipped — Case 480,Closed,Low,Wrong Item Shipped,ACC000480,CON000480
CASE000481,Wrong Item Shipped — Case 481,New,,Wrong Item Shipped,,
CASE000482,Wrong Item Shipped — Case 482,Working,Medium,Wrong Item Shipped,ACC000482,CON000482
CASE000483,Wrong Item Shipped — Case 483,Escalated,,Wrong Item Shipped,ACC000483,
CASE000484,Wrong Item Shipped — Case 484,Closed,High,Wrong Item Shipped,,CON000484
CASE000485,Wrong Item Shipped — Case 485,New,,Wrong Item Shipped,ACC000485,
CASE000486,Wrong Item Shipped — Case 486,Working,Low,Wrong Item Shipped,ACC000486,CON000486
CASE000487,Wrong Item Shipped — Case 487,Escalated,,Wrong Item Shipped,,
CASE000488,Wrong Item Shipped — Case 488,Closed,Medium,Wrong Item Shipped,ACC000488,CON000488
CASE000489,Wrong Item Shipped — Case 489,New,,Wrong Item Shipped,ACC000489,
CASE000490,Wrong Item Shipped — Case 490,Working,High,Wrong Item Shipped,,CON000490
CASE000491,Wrong Item Shipped — Case 491,Escalated,,Wrong Item Shipped,ACC000491,
CASE000492,Wrong Item Shipped — Case 492,Closed,Low,Wrong Item Shipped,ACC000492,CON000492
CASE000493,Wrong Item Shipped — Case 493,New,,Wrong Item Shipped,,
CASE000494,Wrong Item Shipped — Case 494,Working,Medium,Wrong Item Shipped,ACC000494,CON000494
CASE000495,Wrong Item Shipped — Case 495,Escalated,,Wrong Item Shipped,ACC000495,
CASE000496,Wrong Item Shipped — Case 496,Closed,High,Wrong Item Shipped,,CON000496
CASE000497,Wrong Item Shipped — Case 497,New,,Wrong Item Shipped,ACC000497,
CASE000498,Wrong Item Shipped — Case 498,Working,Low,Wrong Item Shipped,ACC000498,CON000498
CASE000499,Wrong Item Shipped — Case 499,Escalated,,Wrong Item Shipped,,
CASE000500,Wrong Item Shipped — Case 500,Closed,Medium,Wrong Item Shipped,ACC000500,CON000500
CASE000501,Wrong Item Shipped — Case 501,New,,Wrong Item Shipped,ACC000001,
CASE000502,Wrong Item Shipped — Case 502,Working,High,Wrong Item Shipped,,CON000502
CASE000503,Wrong Item Shipped — Case 503,Escalated,,Wrong Item Shipped,ACC000003,
CASE000504,Wrong Item Shipped — Case 504,Closed,Low,Wrong Item Shipped,ACC000004,CON000504
CASE000505,Wrong Item Shipped — Case 505,New,,Wrong Item Shipped,,
CASE000506,Wrong Item Shipped — Case 506,Working,Medium,Wrong Item Shipped,ACC000006,CON000506
CASE000507,Wrong Item Shipped — Case 507,Escalated,,Wrong Item Shipped,ACC000007,
CASE000508,Wrong Item Shipped — Case 508,Closed,High,Wrong Item Shipped,,CON000508
CASE000509,Wrong Item Shipped — Case 509,New,,Wrong Item Shipped,ACC000009,
CASE000510,Wrong Item Shipped — Case 510,Working,Low,Wrong Item Shipped,ACC000010,CON000510
CASE000511,Wrong Item Shipped — Case 511,Escalated,,Wrong Item Shipped,,
CASE000512,Wrong Item Shipped — Case 512,Closed,Medium,Wrong Item Shipped,ACC000012,CON000512
CASE000513,Wrong Item Shipped — Case 513,New,,Wrong Item Shipped,ACC000013,
CASE000514,Wrong Item Shipped — Case 514,Working,High,Wrong Item Shipped,,CON000514
CASE000515,Wrong Item Shipped — Case 515,Escalated,,Wrong Item Shipped,ACC000015,
CASE000516,Wrong Item Shipped — Case 516,Closed,Low,Wrong Item Shipped,ACC000016,CON000516
CASE000517,Wrong Item Shipped — Case 517,New,,Wrong Item Shipped,,
CASE000518,Wrong Item Shipped — Case 518,Working,Medium,Wrong Item Shipped,ACC000018,CON000518
CASE000519,Wrong Item Shipped — Case 519,Escalated,,Wrong Item Shipped,ACC000019,
CASE000520,Wrong Item Shipped — Case 520,Closed,High,Wrong Item Shipped,,CON000520
CASE000521,Wrong Item Shipped — Case 521,New,,Wrong Item Shipped,ACC000021,
CASE000522,Wrong Item Shipped — Case 522,Working,Low,Wrong Item Shipped,ACC000022,CON000522
CASE000523,Wrong Item Shipped — Case 523,Escalated,,Wrong Item Shipped,,
CASE000524,Wrong Item Shipped — Case 524,Closed,Medium,Wrong Item Shipped,ACC000024,CON000524
CASE000525,Wrong Item Shipped — Case 525,New,,Wrong Item Shipped,ACC000025,
CASE000526,Wrong Item Shipped — Case 526,Working,High,Wrong Item Shipped,,CON000526
CASE000527,Wrong Item Shipped — Case 527,Escalated,,Wrong Item Shipped,ACC000027,
CASE000528,Wrong Item Shipped — Case 528,Closed,Low,Wrong Item Shipped,ACC000028,CON000528
CASE000529,Wrong Item Shipped — Case 529,New,,Wrong Item Shipped,,
CASE000530,Wrong Item Shipped — Case 530,Working,Medium,Wrong Item Shipped,ACC000030,CON000530
CASE000531,Wrong Item Shipped — Case 531,Escalated,,Wrong Item Shipped,ACC000031,
CASE000532,Wrong Item Shipped — Case 532,Closed,High,Wrong Item Shipped,,CON000532
CASE000533,Wrong Item Shipped — Case 533,New,,Wrong Item Shipped,ACC000033,
CASE000534,Wrong Item Shipped — Case 534,Working,Low,Wrong Item Shipped,ACC000034,CON000534
CASE000535,Wrong Item Shipped — Case 535,Escalated,,Wrong Item Shipped,,
CASE000536,Wrong Item Shipped — Case 536,Closed,Medium,Wrong Item Shipped,ACC000036,CON000536
CASE000537,Wrong Item Shipped — Case 537,New,,Wrong Item Shipped,ACC000037,
CASE000538,Wrong Item Shipped — Case 538,Working,High,Wrong Item Shipped,,CON000538
CASE000539,Wrong Item Shipped — Case 539,Escalated,,Wrong Item Shipped,ACC000039,
CASE000540,Wrong Item Shipped — Case 540,Closed,Low,Wrong Item Shipped,ACC000040,CON000540
CASE000541,Defective Product — Case 541,New,,Defective Product,,
CASE000542,Defective Product — Case 542,Working,Medium,Defective Product,ACC000042,CON000542
CASE000543,Defective Product — Case 543,Escalated,,Defective Product,ACC000043,
CASE000544,Defective Product — Case 544,Closed,High,Defective Product,,CON000544
CASE000545,Defective Product — Case 545,New,,Defective Product,ACC000045,
CASE000546,Defective Product — Case 546,Working,Low,Defective Product,ACC000046,CON000546
CASE000547,Defective Product — Case 547,Escalated,,Defective Product,,
CASE000548,Defective Product — Case 548,Closed,Medium,Defective Product,ACC000048,CON000548
CASE000549,Defective Product — Case 549,New,,Defective Product,ACC000049,
CASE000550,Defective Product — Case 550,Working,High,Defective Product,,CON000550
CASE000551,Defective Product — Case 551,Escalated,,Defective Product,ACC000051,
CASE000552,Defective Product — Case 552,Closed,Low,Defective Product,ACC000052,CON000552
CASE000553,Defective Product — Case 553,New,,Defective Product,,
CASE000554,Defective Product — Case 554,Working,Medium,Defective Product,ACC000054,CON000554
CASE000555,Defective Product — Case 555,Escalated,,Defective Product,ACC000055,
CASE000556,Defective Product — Case 556,Closed,High,Defective Product,,CON000556
CASE000557,Defective Product — Case 557,New,,Defective Product,ACC000057,
CASE000558,Defective Product — Case 558,Working,Low,Defective Product,ACC000058,CON000558
CASE000559,Defective Product — Case 559,Escalated,,Defective Product,,
CASE000560,Defective Product — Case 560,Closed,Medium,Defective Product,ACC000060,CON000560
CASE000561,Defective Product — Case 561,New,,Defective Product,ACC000061,
CASE000562,Defective Product — Case 562,Working,High,Defective Product,,CON000562
CASE000563,Defective Product — Case 563,Escalated,,Defective Product,ACC000063,
CASE000564,Defective Product — Case 564,Closed,Low,Defective Product,ACC000064,CON000564
CASE000565,Defective Product — Case 565,New,,Defective Product,,
CASE000566,Defective Product — Case 566,Working,Medium,Defective Product,ACC000066,CON000566
CASE000567,Defective Product — Case 567,Escalated,,Defective Product,ACC000067,
CASE000568,Defective Product — Case 568,Closed,High,Defective Product,,CON000568
CASE000569,Defective Product — Case 569,New,,Defective Product,ACC000069,
CASE000570,Defective Product — Case 570,Working,Low,Defective Product,ACC000070,CON000570
CASE000571,Defective Product — Case 571,Escalated,,Defective Product,,
CASE000572,Defective Product — Case 572,Closed,Medium,Defective Product,ACC000072,CON000572
CASE000573,Defective Product — Case 573,New,,Defective Product,ACC000073,
CASE000574,Defective Product — Case 574,Working,High,Defective Product,,CON000574
CASE000575,Defective Product — Case 575,Escalated,,Defective Product,ACC000075,
CASE000576,Defective Product — Case 576,Closed,Low,Defective Product,ACC000076,CON000576
CASE000577,Defective Product — Case 577,New,,Defective Product,,
CASE000578,Defective Product — Case 578,Working,Medium,Defective Product,ACC000078,CON000578
CASE000579,Defective Product — Case 579,Escalated,,Defective Product,ACC000079,
CASE000580,Defective Product — Case 580,Closed,High,Defective Product,,CON000580
CASE000581,Defective Product — Case 581,New,,Defective Product,ACC000081,
CASE000582,Defective Product — Case 582,Working,Low,Defective Product,ACC000082,CON000582
CASE000583,Defective Product — Case 583,Escalated,,Defective Product,,
CASE000584,Defective Product — Case 584,Closed,Medium,Defective Product,ACC000084,CON000584
CASE000585,Defective Product — Case 585,New,,Defective Product,ACC000085,
CASE000586,Defective Product — Case 586,Working,High,Defective Product,,CON000586
CASE000587,Defective Product — Case 587,Escalated,,Defective Product,ACC000087,
CASE000588,Defective Product — Case 588,Closed,Low,Defective Product,ACC000088,CON000588
CASE000589,Defective Product — Case 589,New,,Defective Product,,
CASE000590,Defective Product — Case 590,Working,Medium,Defective Product,ACC000090,CON000590
CASE000591,Defective Product — Case 591,Escalated,,Defective Product,ACC000091,
CASE000592,Defective Product — Case 592,Closed,High,Defective Product,,CON000592
CASE000593,Defective Product — Case 593,New,,Defective Product,ACC000093,
CASE000594,Defective Product — Case 594,Working,Low,Defective Product,ACC000094,CON000594
CASE000595,Defective Product — Case 595,Escalated,,Defective Product,,
CASE000596,Defective Product — Case 596,Closed,Medium,Defective Product,ACC000096,CON000596
CASE000597,Defective Product — Case 597,New,,Defective Product,ACC000097,
CASE000598,Defective Product — Case 598,Working,High,Defective Product,,CON000598
CASE000599,Defective Product — Case 599,Escalated,,Defective Product,ACC000099,
CASE000600,Defective Product — Case 600,Closed,Low,Defective Product,ACC000100,CON000600
CASE000601,Defective Product — Case 601,New,,Defective Product,,
CASE000602,Defective Product — Case 602,Working,Medium,Defective Product,ACC000102,CON000602
CASE000603,Defective Product — Case 603,Escalated,,Defective Product,ACC000103,
CASE000604,Defective Product — Case 604,Closed,High,Defective Product,,CON000604
CASE000605,Defective Product — Case 605,New,,Defective Product,ACC000105,
CASE000606,Defective Product — Case 606,Working,Low,Defective Product,ACC000106,CON000606
CASE000607,Defective Product — Case 607,Escalated,,Defective Product,,
CASE000608,Defective Product — Case 608,Closed,Medium,Defective Product,ACC000108,CON000608
CASE000609,Defective Product — Case 609,New,,Defective Product,ACC000109,
CASE000610,Defective Product — Case 610,Working,High,Defective Product,,CON000610
CASE000611,Defective Product — Case 611,Escalated,,Defective Product,ACC000111,
CASE000612,Defective Product — Case 612,Closed,Low,Defective Product,ACC000112,CON000612
CASE000613,Defective Product — Case 613,New,,Defective Product,,
CASE000614,Defective Product — Case 614,Working,Medium,Defective Product,ACC000114,CON000614
CASE000615,Defective Product — Case 615,Escalated,,Defective Product,ACC000115,
CASE000616,Defective Product — Case 616,Closed,High,Defective Product,,CON000616
CASE000617,Defective Product — Case 617,New,,Defective Product,ACC000117,
CASE000618,Defective Product — Case 618,Working,Low,Defective Product,ACC000118,CON000618
CASE000619,Defective Product — Case 619,Escalated,,Defective Product,,
CASE000620,Defective Product — Case 620,Closed,Medium,Defective Product,ACC000120,CON000620
CASE000621,Defective Product — Case 621,New,,Defective Product,ACC000121,
CASE000622,Defective Product — Case 622,Working,High,Defective Product,,CON000622
CASE000623,Defective Product — Case 623,Escalated,,Defective Product,ACC000123,
CASE000624,Defective Product — Case 624,Closed,Low,Defective Product,ACC000124,CON000624
CASE000625,Defective Product — Case 625,New,,Defective Product,,
CASE000626,Defective Product — Case 626,Working,Medium,Defective Product,ACC000126,CON000626
CASE000627,Defective Product — Case 627,Escalated,,Defective Product,ACC000127,
CASE000628,Defective Product — Case 628,Closed,High,Defective Product,,CON000628
CASE000629,Defective Product — Case 629,New,,Defective Product,ACC000129,
CASE000630,Defective Product — Case 630,Working,Low,Defective Product,ACC000130,CON000630
CASE000631,Defective Product — Case 631,Escalated,,Defective Product,,
CASE000632,Defective Product — Case 632,Closed,Medium,Defective Product,ACC000132,CON000632
CASE000633,Defective Product — Case 633,New,,Defective Product,ACC000133,
CASE000634,Defective Product — Case 634,Working,High,Defective Product,,CON000634
CASE000635,Defective Product — Case 635,Escalated,,Defective Product,ACC000135,
CASE000636,Defective Product — Case 636,Closed,Low,Defective Product,ACC000136,CON000636
CASE000637,Defective Product — Case 637,New,,Defective Product,,
CASE000638,Defective Product — Case 638,Working,Medium,Defective Product,ACC000138,CON000638
CASE000639,Defective Product — Case 639,Escalated,,Defective Product,ACC000139,
CASE000640,Defective Product — Case 640,Closed,High,Defective Product,,CON000640
CASE000641,Defective Product — Case 641,New,,Defective Product,ACC000141,
CASE000642,Defective Product — Case 642,Working,Low,Defective Product,ACC000142,CON000642
CASE000643,Defective Product — Case 643,Escalated,,Defective Product,,
CASE000644,Defective Product — Case 644,Closed,Medium,Defective Product,ACC000144,CON000644
CASE000645,Defective Product — Case 645,New,,Defective Product,ACC000145,
CASE000646,Defective Product — Case 646,Working,High,Defective Product,,CON000646
CASE000647,Defective Product — Case 647,Escalated,,Defective Product,ACC000147,
CASE000648,Defective Product — Case 648,Closed,Low,Defective Product,ACC000148,CON000648
CASE000649,Defective Product — Case 649,New,,Defective Product,,
CASE000650,Defective Product — Case 650,Working,Medium,Defective Product,ACC000150,CON000650
CASE000651,Defective Product — Case 651,Escalated,,Defective Product,ACC000151,
CASE000652,Defective Product — Case 652,Closed,High,Defective Product,,CON000652
CASE000653,Defective Product — Case 653,New,,Defective Product,ACC000153,
CASE000654,Defective Product — Case 654,Working,Low,Defective Product,ACC000154,CON000654
CASE000655,Defective Product — Case 655,Escalated,,Defective Product,,
CASE000656,Defective Product — Case 656,Closed,Medium,Defective Product,ACC000156,CON000656
CASE000657,Defective Product — Case 657,New,,Defective Product,ACC000157,
CASE000658,Defective Product — Case 658,Working,High,Defective Product,,CON000658
CASE000659,Defective Product — Case 659,Escalated,,Defective Product,ACC000159,
CASE000660,Defective Product — Case 660,Closed,Low,Defective Product,ACC000160,CON000660
CASE000661,Defective Product — Case 661,New,,Defective Product,,
CASE000662,Defective Product — Case 662,Working,Medium,Defective Product,ACC000162,CON000662
CASE000663,Defective Product — Case 663,Escalated,,Defective Product,ACC000163,
CASE000664,Defective Product — Case 664,Closed,High,Defective Product,,CON000664
CASE000665,Defective Product — Case 665,New,,Defective Product,ACC000165,
CASE000666,Defective Product — Case 666,Working,Low,Defective Product,ACC000166,CON000666
CASE000667,Defective Product — Case 667,Escalated,,Defective Product,,
CASE000668,Defective Product — Case 668,Closed,Medium,Defective Product,ACC000168,CON000668
CASE000669,Defective Product — Case 669,New,,Defective Product,ACC000169,
CASE000670,Defective Product — Case 670,Working,High,Defective Product,,CON000670
CASE000671,Defective Product — Case 671,Escalated,,Defective Product,ACC000171,
CASE000672,Defective Product — Case 672,Closed,Low,Defective Product,ACC000172,CON000672
CASE000673,Defective Product — Case 673,New,,Defective Product,,
CASE000674,Defective Product — Case 674,Working,Medium,Defective Product,ACC000174,CON000674
CASE000675,Defective Product — Case 675,Escalated,,Defective Product,ACC000175,
CASE000676,Defective Product — Case 676,Closed,High,Defective Product,,CON000676
CASE000677,Defective Product — Case 677,New,,Defective Product,ACC000177,
CASE000678,Defective Product — Case 678,Working,Low,Defective Product,ACC000178,CON000678
CASE000679,Defective Product — Case 679,Escalated,,Defective Product,,
CASE000680,Defective Product — Case 680,Closed,Medium,Defective Product,ACC000180,CON000680
CASE000681,Defective Product — Case 681,New,,Defective Product,ACC000181,
CASE000682,Defective Product — Case 682,Working,High,Defective Product,,CON000682
CASE000683,Defective Product — Case 683,Escalated,,Defective Product,ACC000183,
CASE000684,Defective Product — Case 684,Closed,Low,Defective Product,ACC000184,CON000684
CASE000685,Defective Product — Case 685,New,,Defective Product,,
CASE000686,Defective Product — Case 686,Working,Medium,Defective Product,ACC000186,CON000686
CASE000687,Defective Product — Case 687,Escalated,,Defective Product,ACC000187,
CASE000688,Defective Product — Case 688,Closed,High,Defective Product,,CON000688
CASE000689,Defective Product — Case 689,New,,Defective Product,ACC000189,
CASE000690,Defective Product — Case 690,Working,Low,Defective Product,ACC000190,CON000690
CASE000691,Defective Product — Case 691,Escalated,,Defective Product,,
CASE000692,Defective Product — Case 692,Closed,Medium,Defective Product,ACC000192,CON000692
CASE000693,Defective Product — Case 693,New,,Defective Product,ACC000193,
CASE000694,Defective Product — Case 694,Working,High,Defective Product,,CON000694
CASE000695,Defective Product — Case 695,Escalated,,Defective Product,ACC000195,
CASE000696,Defective Product — Case 696,Closed,Low,Defective Product,ACC000196,CON000696
CASE000697,Defective Product — Case 697,New,,Defective Product,,
CASE000698,Defective Product — Case 698,Working,Medium,Defective Product,ACC000198,CON000698
CASE000699,Defective Product — Case 699,Escalated,,Defective Product,ACC000199,
CASE000700,Defective Product — Case 700,Closed,High,Defective Product,,CON000700
CASE000701,Defective Product — Case 701,New,,Defective Product,ACC000201,
CASE000702,Defective Product — Case 702,Working,Low,Defective Product,ACC000202,CON000702
CASE000703,Defective Product — Case 703,Escalated,,Defective Product,,
CASE000704,Defective Product — Case 704,Closed,Medium,Defective Product,ACC000204,CON000704
CASE000705,Defective Product — Case 705,New,,Defective Product,ACC000205,
CASE000706,Defective Product — Case 706,Working,High,Defective Product,,CON000706
CASE000707,Defective Product — Case 707,Escalated,,Defective Product,ACC000207,
CASE000708,Defective Product — Case 708,Closed,Low,Defective Product,ACC000208,CON000708
CASE000709,Defective Product — Case 709,New,,Defective Product,,
CASE000710,Defective Product — Case 710,Working,Medium,Defective Product,ACC000210,CON000710
